LVs,Y_var_pct,Scores_var_pct
0,1,1
1,0.0408359646213464,0.941727178938844
2,0.0233976581288686,0.89040765660494
3,0.00992898885439875,0.859555121069114
4,0.00436957301691354,0.825488131194002
5,0.00170366351375184,0.797949050690929
6,0.000650579128822826,0.774208151530701
7,0.000247656698339482,0.759665362049378
8,9.04111218545944e-05,0.744950249966797
9,4.98673162583341e-05,0.726510354276299
10,1.72468640547985e-05,0.715694460196539
