Variable,oMEDA,Abs_oMEDA
1,0.1224043,0.1224043
2,0.002621153,0.002621153
3,-0.04454575,0.04454575
4,0.0001811853,0.0001811853
5,-0.4054205,0.4054205
6,0.08158209,0.08158209
7,0.1224053,0.1224053
8,0.1224068,0.1224068
9,0.1157924,0.1157924
10,0.04418175,0.04418175
11,0.4166238,0.4166238
12,0.1123069,0.1123069
13,0.6402335,0.6402335
14,-5.985243,5.985243
15,0.2773014,0.2773014
16,0.7418495,0.7418495
17,0.01252604,0.01252604
18,0.3445739,0.3445739
19,-0.6001037,0.6001037
20,0.0132518,0.0132518
21,0.06680943,0.06680943
22,-0.1851683,0.1851683
23,1.948276,1.948276
24,-0.4780096,0.4780096
25,0.9935972,0.9935972
26,0.2001607,0.2001607
27,-0.6404151,0.6404151
28,0.1653062,0.1653062
29,0.1769767,0.1769767
30,-12.91139,12.91139
31,1.028067,1.028067
32,0.1085693,0.1085693
33,1.933709,1.933709
34,0.1112907,0.1112907
35,-3.377152,3.377152
36,0.04441047,0.04441047
37,-1.402854,1.402854
38,-0.361001,0.361001
39,4.473652,4.473652
40,0.01398002,0.01398002
41,-0.0004647421,0.0004647421
42,-0.1572646,0.1572646
43,4.758746,4.758746
44,0.3395962,0.3395962
45,-4.37506,4.37506
46,-1.67015,1.67015
47,5.925626,5.925626
48,-1.366967,1.366967
49,3.546213,3.546213
50,0.8892214,0.8892214
51,-1.214513,1.214513
52,0.435674,0.435674
53,0.08461481,0.08461481
54,-2.739824,2.739824
55,3.546209,3.546209
56,3.546222,3.546222
57,0.0148771,0.0148771
58,0.0008257486,0.0008257486
59,-0.1524419,0.1524419
60,0.0004880733,0.0004880733
61,0.2544615,0.2544615
62,-0.08899754,0.08899754
63,0.01487733,0.01487733
64,0.01487715,0.01487715
65,1.292117,1.292117
66,0.001561186,0.001561186
67,-0.07941733,0.07941733
68,0.0006062955,0.0006062955
69,-5.959242,5.959242
70,-0.2442575,0.2442575
71,1.292099,1.292099
72,1.292121,1.292121
73,0.005137262,0.005137262
74,0.01872721,0.01872721
75,-0.5730236,0.5730236
76,-0.002440445,0.002440445
77,0.06666724,0.06666724
78,0.3288154,0.3288154
79,0.008211455,0.008211455
80,0.05311104,0.05311104
81,0.4047948,0.4047948
82,-0.1986758,0.1986758
83,1.425206,1.425206
84,-0.004662775,0.004662775
85,-0.147939,0.147939
86,-0.0762895,0.0762895
87,0.01321315,0.01321315
88,-1.895194e-07,1.895194e-07
89,-0.001505773,0.001505773
90,-0.0308261,0.0308261
91,0.125972,0.125972
92,-0.08125542,0.08125542
93,0.01823069,0.01823069
94,-0.08658021,0.08658021
95,-0.01014748,0.01014748
96,-0.02178957,0.02178957
97,-0.8176705,0.8176705
98,0.7732371,0.7732371
99,0.2753013,0.2753013
100,0.2852988,0.2852988
101,0.7141485,0.7141485
102,-0.0301017,0.0301017
103,-1.155842,1.155842
104,-0.7321731,0.7321731
105,0.2299476,0.2299476
106,-6.738323,6.738323
107,0.03832282,0.03832282
108,-0.00109227,0.00109227
109,-0.09180824,0.09180824
110,0.2340661,0.2340661
111,-0.3889684,0.3889684
112,0.0042173,0.0042173
113,-0.1389062,0.1389062
114,-0.0247028,0.0247028
115,0.3107815,0.3107815
116,-0.02076264,0.02076264
117,1.085253,1.085253
118,0.6900089,0.6900089
119,-0.1389062,0.1389062
120,-0.1389061,0.1389061
121,0.02574848,0.02574848
122,0.009468772,0.009468772
123,0.004348117,0.004348117
124,0.003733304,0.003733304
125,-0.2200431,0.2200431
126,-1.032274,1.032274
127,0.02574814,0.02574814
128,0.0257482,0.0257482
129,-0.3185732,0.3185732
130,-0.004132462,0.004132462
131,0.001207293,0.001207293
132,-0.0001332142,0.0001332142
133,-0.001015851,0.001015851
134,2.004881,2.004881
135,-0.3185757,0.3185757
136,-0.3185882,0.3185882
137,-0.02549581,0.02549581
138,-0.0002567123,0.0002567123
139,0.1192973,0.1192973
140,-0.0001529584,0.0001529584
141,0.07920507,0.07920507
142,-0.0148584,0.0148584
143,-0.0004652,0.0004652
144,-0.0004190541,0.0004190541
145,-1.321141,1.321141
146,1.335615,1.335615
147,0.0006644242,0.0006644242
148,0.1355585,0.1355585
149,0.6021148,0.6021148
150,-20.11924,20.11924
151,2.315358,2.315358
152,3.309758,3.309758
153,-0.09998398,0.09998398
154,-0.1277495,0.1277495
155,0.4115871,0.4115871
156,-0.03836535,0.03836535
157,0.1814395,0.1814395
158,-1.133459,1.133459
159,-0.1866953,0.1866953
160,-0.2159565,0.2159565
161,-0.620719,0.620719
162,0.1505053,0.1505053
163,-9.459895,9.459895
164,3.724552,3.724552
165,0.7711539,0.7711539
166,-11.46945,11.46945
167,-0.6586933,0.6586933
168,-3.146036,3.146036
169,-29.52316,29.52316
170,0.1519974,0.1519974
171,6.226422,6.226422
172,9.884395,9.884395
173,21.42094,21.42094
174,-2.306914,2.306914
175,-4.312672,4.312672
176,-4.364837,4.364837
177,0.6365361,0.6365361
178,0.6646549,0.6646549
179,1.993149,1.993149
180,0.0162376,0.0162376
181,1.711966,1.711966
182,-1.057377,1.057377
183,0.6365353,0.6365353
184,0.6365352,0.6365352
185,-0.2018933,0.2018933
186,6.141844e-05,6.141844e-05
187,0.01707733,0.01707733
188,3.191044e-06,3.191044e-06
189,4.049662,4.049662
190,0.03235857,0.03235857
191,-0.201889,0.201889
192,-0.2018982,0.2018982
193,11.39355,11.39355
194,0.1007518,0.1007518
195,-4.800629,4.800629
196,0.02139414,0.02139414
197,-5.717697,5.717697
198,-5.10867,5.10867
199,11.39355,11.39355
200,11.39354,11.39354
201,0.00830726,0.00830726
202,-0.00139449,0.00139449
203,-1.401971,1.401971
204,-0.002005447,0.002005447
205,0.01131475,0.01131475
206,2.123234,2.123234
207,-0.002166501,0.002166501
208,0.008119035,0.008119035
209,-1.334746,1.334746
210,1.723253,1.723253
211,-0.2063807,0.2063807
212,0.04605391,0.04605391
213,0.003870257,0.003870257
214,0.03475009,0.03475009
215,0.5799345,0.5799345
216,0.5864511,0.5864511
217,-0.00904596,0.00904596
218,-0.07741369,0.07741369
219,0.02694637,0.02694637
220,-0.166925,0.166925
221,2.868602,2.868602
222,3.01105,3.01105
223,-0.116597,0.116597
224,-0.08297778,0.08297778
225,-1.028311,1.028311
226,0.8547838,0.8547838
227,0.1914633,0.1914633
228,0.04502128,0.04502128
229,2.061995,2.061995
230,-0.6555585,0.6555585
231,-2.456953,2.456953
232,-11.49037,11.49037
233,-24.44131,24.44131
234,1.945801,1.945801
235,4.855351,4.855351
236,2.956409,2.956409
237,11.54854,11.54854
238,4.536264,4.536264
239,-0.2176954,0.2176954
240,-1.726856,1.726856
241,0.3135818,0.3135818
242,0.6109571,0.6109571
243,-0.1996593,0.1996593
244,0.2189815,0.2189815
245,-2.61577,2.61577
246,1.877393,1.877393
247,0.3135828,0.3135828
248,0.3135822,0.3135822
249,-0.003674672,0.003674672
250,0.03165283,0.03165283
251,-0.3418881,0.3418881
252,0.01295247,0.01295247
253,-0.1973745,0.1973745
254,0.05365039,0.05365039
255,-0.003674626,0.003674626
256,-0.003674603,0.003674603
257,0.7091202,0.7091202
258,0.01546404,0.01546404
259,-0.4269047,0.4269047
260,0.002948686,0.002948686
261,0.6515751,0.6515751
262,-4.699004,4.699004
263,0.7091146,0.7091146
264,0.7091135,0.7091135
265,-1.625057,1.625057
266,-0.06535661,0.06535661
267,0.3084295,0.3084295
268,-0.3534122,0.3534122
269,-0.8635287,0.8635287
270,3.520235,3.520235
271,-0.5998792,0.5998792
272,-0.3201532,0.3201532
273,0.003244531,0.003244531
274,0.07459334,0.07459334
275,-0.1211565,0.1211565
276,0.2330041,0.2330041
277,-1.143578,1.143578
278,-0.5043975,0.5043975
279,-0.2947694,0.2947694
280,4.405542,4.405542
281,0.001145818,0.001145818
282,-0.000339442,0.000339442
283,-0.1057308,0.1057308
284,-0.008460081,0.008460081
285,-1.73803,1.73803
286,2.340655,2.340655
287,0.022208,0.022208
288,0.01299113,0.01299113
289,-3.136795,3.136795
290,0.8460711,0.8460711
291,-4.592182,4.592182
292,1.98723,1.98723
293,0.06840207,0.06840207
294,5.939709,5.939709
295,6.858724,6.858724
296,2.378164,2.378164
297,-22.5402,22.5402
298,11.72627,11.72627
299,3.163327,3.163327
300,16.27481,16.27481
301,0.004652798,0.004652798
302,11.44759,11.44759
303,5.944505,5.944505
304,0.9111696,0.9111696
305,-2.154278,2.154278
306,-0.2433654,0.2433654
307,1.111066,1.111066
308,-0.05276402,0.05276402
309,-2.733789,2.733789
310,1.758909,1.758909
311,-2.154271,2.154271
312,-2.154275,2.154275
313,-7.045964,7.045964
314,-6.662116,6.662116
315,3.985171,3.985171
316,-0.02099002,0.02099002
317,0.50921,0.50921
318,2.2964,2.2964
319,-7.046033,7.046033
320,-7.046007,7.046007
321,3.288236,3.288236
322,0.01156744,0.01156744
323,-2.433958,2.433958
324,0.002404219,0.002404219
325,-1.475508,1.475508
326,-13.3544,13.3544
327,3.288238,3.288238
328,3.288228,3.288228
329,-0.002654809,0.002654809
330,-0.3257892,0.3257892
331,4.057777,4.057777
332,-0.1317808,0.1317808
333,1.851807e-06,1.851807e-06
334,-0.2112014,0.2112014
335,0.004567534,0.004567534
336,-0.7828529,0.7828529
337,0.001023532,0.001023532
338,-0.1291222,0.1291222
339,0.427703,0.427703
340,-0.1121813,0.1121813
341,0.2718056,0.2718056
342,0.004247392,0.004247392
343,0.007400691,0.007400691
344,-1.927319,1.927319
345,0.002660029,0.002660029
346,0.0009800845,0.0009800845
347,-1.144816,1.144816
348,-0.02474147,0.02474147
349,1.536009,1.536009
350,-0.1731002,0.1731002
351,0.09184188,0.09184188
352,0.1361966,0.1361966
353,-6.48165,6.48165
354,-0.130319,0.130319
355,10.53695,10.53695
356,1.646576,1.646576
357,0.06833968,0.06833968
358,-2.467793,2.467793
359,0.1230751,0.1230751
360,2.976906,2.976906
361,-9.903994,9.903994
362,-0.7254497,0.7254497
363,4.933194,4.933194
364,5.932556,5.932556
365,4.125458,4.125458
366,-10.64729,10.64729
367,1.101348,1.101348
368,2.920428,2.920428
369,9.491072,9.491072
370,0.1563336,0.1563336
371,-5.318398,5.318398
372,0.7156252,0.7156252
373,-2.543144,2.543144
374,-16.23435,16.23435
375,9.491061,9.491061
376,9.49107,9.49107
377,5.234288,5.234288
378,0.1155899,0.1155899
379,-5.470237,5.470237
380,0.06449823,0.06449823
381,-0.9453136,0.9453136
382,-14.65706,14.65706
383,5.234286,5.234286
384,5.234295,5.234295
385,1.559459e-05,1.559459e-05
386,-5.936741e-05,5.936741e-05
387,0.03183286,0.03183286
388,3.633516e-11,3.633516e-11
389,0.2652106,0.2652106
390,-0.01081788,0.01081788
391,1.559272e-05,1.559272e-05
392,1.559384e-05,1.559384e-05
393,-0.06934878,0.06934878
394,-0.02505012,0.02505012
395,-0.06851808,0.06851808
396,-0.01564315,0.01564315
397,3.197671,3.197671
398,-1.354575,1.354575
399,-0.001937338,0.001937338
400,0.0128855,0.0128855
401,-2.14297,2.14297
402,0.003975722,0.003975722
403,0.0001004776,0.0001004776
404,-0.02362272,0.02362272
405,0.4653769,0.4653769
406,0.02242461,0.02242461
407,-0.01622284,0.01622284
408,0.2633004,0.2633004
409,-0.007666539,0.007666539
410,-0.0002946644,0.0002946644
411,-0.105479,0.105479
412,-0.0190586,0.0190586
413,0.666187,0.666187
414,0.04589623,0.04589623
415,-0.01599422,0.01599422
416,-0.01844554,0.01844554
417,0.08879058,0.08879058
418,-0.01396756,0.01396756
419,0.2217588,0.2217588
420,-0.1508328,0.1508328
421,-0.2282838,0.2282838
422,1.220893,1.220893
423,-0.08161917,0.08161917
424,-3.000904,3.000904
425,-4.452439,4.452439
426,0.1236083,0.1236083
427,0.2769443,0.2769443
428,-0.3461484,0.3461484
429,8.8107,8.8107
430,-0.9545404,0.9545404
431,0.004050646,0.004050646
432,-0.7450613,0.7450613
433,0.005678657,0.005678657
434,0.002362702,0.002362702
435,-0.1402907,0.1402907
436,0.0006326888,0.0006326888
437,2.018449,2.018449
438,-0.4063189,0.4063189
439,0.005678673,0.005678673
440,0.005678732,0.005678732
441,0.09913289,0.09913289
442,0.002973348,0.002973348
443,-0.06137336,0.06137336
444,0.003500505,0.003500505
445,-0.2629927,0.2629927
446,-0.01995873,0.01995873
447,0.0991328,0.0991328
448,0.09913269,0.09913269
449,-0.05519033,0.05519033
450,0.0001526789,0.0001526789
451,-0.47824,0.47824
452,1.226442e-06,1.226442e-06
453,2.495157,2.495157
454,0.8132015,0.8132015
455,-0.05519331,0.05519331
456,-0.05518779,0.05518779
457,-0.0657267,0.0657267
458,-0.01314256,0.01314256
459,0.07935477,0.07935477
460,-0.001492459,0.001492459
461,0.1097398,0.1097398
462,11.18806,11.18806
463,-0.2216081,0.2216081
464,-0.05173285,0.05173285
465,-0.5470532,0.5470532
466,-4.197324,4.197324
467,0.05558871,0.05558871
468,0.01336414,0.01336414
469,3.0144,3.0144
470,-3.204638,3.204638
471,0.07816045,0.07816045
472,2.317712,2.317712
473,-0.09040871,0.09040871
474,-0.008613412,0.008613412
475,0.0476441,0.0476441
476,-0.04530371,0.04530371
477,3.363115,3.363115
478,-0.01929248,0.01929248
479,-0.01567029,0.01567029
480,-0.1866337,0.1866337
481,-0.8214289,0.8214289
482,1.618903,1.618903
483,0.3931831,0.3931831
484,-0.04963392,0.04963392
485,0.01626117,0.01626117
486,0.2312495,0.2312495
487,-3.30269,3.30269
488,0.2297168,0.2297168
489,0.0005883048,0.0005883048
490,2.058169,2.058169
491,0.7550536,0.7550536
492,-0.3779639,0.3779639
493,-1.963889,1.963889
494,0.0433225,0.0433225
495,9.09094,9.09094
496,-0.1221468,0.1221468
497,-3.720862,3.720862
498,-0.1069811,0.1069811
499,0.06239695,0.06239695
500,-0.02361874,0.02361874
501,0.2194856,0.2194856
502,10.07604,10.07604
503,-3.720859,3.720859
504,-3.720861,3.720861
505,-0.9022883,0.9022883
506,-0.03412309,0.03412309
507,0.05766428,0.05766428
508,-0.01107683,0.01107683
509,-1.406639,1.406639
510,12.54449,12.54449
511,-0.9022889,0.9022889
512,-0.9022889,0.9022889
513,0.02475968,0.02475968
514,0.01898653,0.01898653
515,-1.030127,1.030127
516,0.005229226,0.005229226
517,-5.449089,5.449089
518,1.782183,1.782183
519,0.02475984,0.02475984
520,0.02475975,0.02475975
521,0.5099834,0.5099834
522,1.095408,1.095408
523,-0.6590101,0.6590101
524,-0.001944301,0.001944301
525,1.309739,1.309739
526,-2.884849,2.884849
527,0.872589,0.872589
528,1.470713,1.470713
529,0.03780261,0.03780261
530,2.94439,2.94439
531,-0.2488738,0.2488738
532,0.1218776,0.1218776
533,35.62284,35.62284
534,-30.56846,30.56846
535,0.4253051,0.4253051
536,2.797672,2.797672
537,0.4649687,0.4649687
538,0.3582681,0.3582681
539,0.4844143,0.4844143
540,0.3125318,0.3125318
541,1.476119,1.476119
542,-6.983526,6.983526
543,1.433788,1.433788
544,2.034958,2.034958
545,-2.243829,2.243829
546,1.920116,1.920116
547,1.529195,1.529195
548,3.9339,3.9339
549,5.272862,5.272862
550,-12.04327,12.04327
551,0.02743965,0.02743965
552,0.1391917,0.1391917
553,-23.9712,23.9712
554,1.250003,1.250003
555,-3.42578,3.42578
556,0.02451333,0.02451333
557,0.1976585,0.1976585
558,-0.1075143,0.1075143
559,7.475412,7.475412
560,6.179204,6.179204
561,-0.015021,0.015021
562,0.003216087,0.003216087
563,0.2440193,0.2440193
564,-0.005155836,0.005155836
565,0.1098409,0.1098409
566,-0.3985749,0.3985749
567,-0.01502137,0.01502137
568,-0.01502116,0.01502116
569,8.109066,8.109066
570,0.1712206,0.1712206
571,-1.183569,1.183569
572,0.2068846,0.2068846
573,-2.617255,2.617255
574,-3.852468,3.852468
575,8.10907,8.10907
576,8.109062,8.109062
577,1.296815,1.296815
578,1.673357,1.673357
579,0.9458695,0.9458695
580,0.009029638,0.009029638
581,-0.7579176,0.7579176
582,-3.17553,3.17553
583,1.296814,1.296814
584,1.296813,1.296813
585,-0.07292043,0.07292043
586,-0.002758079,0.002758079
587,-0.15933,0.15933
588,-0.08736971,0.08736971
589,0.0001817178,0.0001817178
590,6.079415,6.079415
591,-0.3904277,0.3904277
592,-0.6906835,0.6906835
593,0.2937441,0.2937441
594,0.3718115,0.3718115
595,0.4419258,0.4419258
596,-0.1301704,0.1301704
597,0.1076714,0.1076714
598,-9.821901,9.821901
599,-0.1943973,0.1943973
600,0.07856876,0.07856876
601,-0.2944447,0.2944447
602,-0.3251884,0.3251884
603,-2.755421,2.755421
604,-0.06904764,0.06904764
605,0.4981454,0.4981454
606,9.389972,9.389972
607,-0.9757737,0.9757737
608,-0.2989782,0.2989782
609,-0.0005939641,0.0005939641
610,-0.006640574,0.006640574
611,-0.2279858,0.2279858
612,0.2344867,0.2344867
613,-0.05748233,0.05748233
614,7.201544,7.201544
615,-10.53637,10.53637
616,-4.993423,4.993423
617,-1.211782,1.211782
618,2.488408,2.488408
619,3.517257,3.517257
620,3.523322,3.523322
621,6.64118,6.64118
622,0.005094055,0.005094055
623,-24.35422,24.35422
624,-18.78656,18.78656
625,3.662721,3.662721
626,0.5093032,0.5093032
627,-2.689592,2.689592
628,0.008182572,0.008182572
629,-0.1186344,0.1186344
630,-1.090025,1.090025
631,3.662715,3.662715
632,3.662747,3.662747
633,-1.783788,1.783788
634,-1.229292,1.229292
635,0.06464761,0.06464761
636,-0.1007172,0.1007172
637,0.4159966,0.4159966
638,2.207355,2.207355
639,-1.783787,1.783787
640,-1.783787,1.783787
641,0.01837693,0.01837693
642,0.000113748,0.000113748
643,0.3831348,0.3831348
644,0.0002904669,0.0002904669
645,-3.732937,3.732937
646,0.7537301,0.7537301
647,0.01837781,0.01837781
648,0.0183783,0.0183783
649,0.4902975,0.4902975
650,0.1461982,0.1461982
651,-0.5681678,0.5681678
652,0.8422923,0.8422923
653,0.2026276,0.2026276
654,-0.7784089,0.7784089
655,0.1685272,0.1685272
656,2.168681,2.168681
657,0.02573411,0.02573411
658,-5.055824,5.055824
659,0.4092073,0.4092073
660,-0.8671445,0.8671445
661,0.5018481,0.5018481
662,4.906581,4.906581
663,-0.3341948,0.3341948
664,-0.09499738,0.09499738
665,0.05450476,0.05450476
666,0.0620486,0.0620486
667,0.3620361,0.3620361
668,0.8878304,0.8878304
669,3.955788,3.955788
670,-6.709539,6.709539
671,0.2219335,0.2219335
672,0.7331969,0.7331969
673,-0.160359,0.160359
674,-3.454389,3.454389
675,0.2255802,0.2255802
676,0.646143,0.646143
677,0.01740493,0.01740493
678,-0.001674129,0.001674129
679,0.5790415,0.5790415
680,-0.4916025,0.4916025
681,-0.05216384,0.05216384
682,-6.182777,6.182777
683,0.6038448,0.6038448
684,-0.4511898,0.4511898
685,-0.9401627,0.9401627
686,-0.2808684,0.2808684
687,3.562738,3.562738
688,-4.334095,4.334095
689,5.998566,5.998566
690,0.008976961,0.008976961
691,-1.969766,1.969766
692,0.00573459,0.00573459
693,-0.2688704,0.2688704
694,-4.781613,4.781613
695,5.998587,5.998587
696,5.99859,5.99859
697,0.03025772,0.03025772
698,-0.004136565,0.004136565
699,0.09587811,0.09587811
700,0.007448743,0.007448743
701,-12.47783,12.47783
702,0.1259038,0.1259038
703,0.03025776,0.03025776
704,0.03025857,0.03025857
705,0.004942989,0.004942989
706,0.0001197969,0.0001197969
707,-0.014181,0.014181
708,7.671019e-07,7.671019e-07
709,-4.652198,4.652198
710,-1.470507,1.470507
711,0.004942989,0.004942989
712,0.004942829,0.004942829
713,0.2202912,0.2202912
714,0.04700851,0.04700851
715,-3.990008,3.990008
716,0.07594419,0.07594419
717,0.4877315,0.4877315
718,-1.97401,1.97401
719,0.03912593,0.03912593
720,0.1580648,0.1580648
721,-1.92468,1.92468
722,0.0118059,0.0118059
723,-0.177057,0.177057
724,-0.1882777,0.1882777
725,0.03193092,0.03193092
726,8.513134,8.513134
727,0.03897594,0.03897594
728,-0.8879132,0.8879132
729,0.234726,0.234726
730,0.7540244,0.7540244
731,-0.5462603,0.5462603
732,0.1551986,0.1551986
733,0.07788476,0.07788476
734,-1.914882,1.914882
735,0.01896706,0.01896706
736,0.4812748,0.4812748
737,-2.990115,2.990115
738,4.553154,4.553154
739,0.920791,0.920791
740,-1.318773,1.318773
741,1.958864,1.958864
742,8.53271,8.53271
743,-0.232242,0.232242
744,-1.530014,1.530014
745,-4.743524,4.743524
746,1.274489,1.274489
747,0.5833228,0.5833228
748,-2.476033,2.476033
749,15.65041,15.65041
750,0.3642082,0.3642082
751,0.2620265,0.2620265
752,-1.265299,1.265299
753,1.803642,1.803642
754,0.1189471,0.1189471
755,-0.02816144,0.02816144
756,0.06082393,0.06082393
757,-0.423674,0.423674
758,-1.723218,1.723218
759,1.803644,1.803644
760,1.803646,1.803646
761,5.297707,5.297707
762,0.08932497,0.08932497
763,-0.5939438,0.5939438
764,0.008576752,0.008576752
765,-1.67524,1.67524
766,-4.583144,4.583144
767,5.297698,5.297698
768,5.297721,5.297721
769,0.307317,0.307317
770,-0.01710038,0.01710038
771,2.941194,2.941194
772,0.04715052,0.04715052
773,-4.23592,4.23592
774,-0.2795704,0.2795704
775,0.2040626,0.2040626
776,-0.1844538,0.1844538
777,0.1098756,0.1098756
778,2.590401,2.590401
779,-0.212389,0.212389
780,-0.3608269,0.3608269
781,-0.2481025,0.2481025
782,0.271703,0.271703
783,0.1090847,0.1090847
784,0.01000909,0.01000909
785,-0.1821678,0.1821678
786,0.9876174,0.9876174
787,0.06439347,0.06439347
788,0.1682793,0.1682793
789,0.8828987,0.8828987
790,-1.360338,1.360338
791,-0.105003,0.105003
792,0.5500123,0.5500123
793,0.2704363,0.2704363
794,-0.4386685,0.4386685
795,-0.5591026,0.5591026
796,-0.2431791,0.2431791
797,3.431463,3.431463
798,-0.9595495,0.9595495
799,-0.01741408,0.01741408
800,-0.2326839,0.2326839
801,-0.06724998,0.06724998
802,3.161022,3.161022
803,0.5783505,0.5783505
804,-0.4681292,0.4681292
805,3.754447,3.754447
806,-0.3660414,0.3660414
807,-1.790911,1.790911
808,1.934008,1.934008
809,0.4573848,0.4573848
810,0.2310322,0.2310322
811,-0.001761684,0.001761684
812,-3.846802,3.846802
813,0.1165519,0.1165519
814,-0.238456,0.238456
815,-0.9890615,0.9890615
816,0.01818254,0.01818254
817,-5.771224,5.771224
818,-0.08548389,0.08548389
819,1.285821,1.285821
820,0.03574896,0.03574896
821,1.38995,1.38995
822,-0.6237492,0.6237492
823,3.571315,3.571315
824,-0.05614188,0.05614188
825,-1.423252,1.423252
826,0.1106175,0.1106175
827,4.924974,4.924974
828,0.1717603,0.1717603
829,0.1844539,0.1844539
830,-1.967879,1.967879
831,0.7278926,0.7278926
832,0.2678303,0.2678303
833,-1.262405,1.262405
834,0.3123354,0.3123354
835,-0.2632092,0.2632092
836,0.01953259,0.01953259
837,-0.02824607,0.02824607
838,0.3300211,0.3300211
839,1.705982,1.705982
840,14.65994,14.65994
841,-0.1973733,0.1973733
842,-0.1438129,0.1438129
843,0.06458785,0.06458785
844,0.2395063,0.2395063
845,-3.947707,3.947707
846,-0.3797538,0.3797538
847,0.2493703,0.2493703
848,0.06082026,0.06082026
849,-1.448351,1.448351
850,0.02582953,0.02582953
851,5.457059,5.457059
852,1.000118,1.000118
853,1.676609,1.676609
854,0.1698288,0.1698288
855,2.155617,2.155617
856,0.4196855,0.4196855
857,0.04318137,0.04318137
858,-0.1674489,0.1674489
859,0.09782042,0.09782042
860,0.01468948,0.01468948
861,-1.254766,1.254766
862,9.7098,9.7098
863,0.2794828,0.2794828
864,0.2320379,0.2320379
865,-0.522589,0.522589
866,-1.1764,1.1764
867,4.228813,4.228813
868,-1.209692,1.209692
869,1.779019,1.779019
870,0.6568859,0.6568859
871,-5.625744,5.625744
872,0.01085044,0.01085044
873,-40.56829,40.56829
874,6.905934,6.905934
875,12.09802,12.09802
876,7.800429,7.800429
877,6.53442,6.53442
878,40.75734,40.75734
879,23.34878,23.34878
880,25.4829,25.4829
881,-14.38621,14.38621
882,0.01884339,0.01884339
883,-0.08810098,0.08810098
884,-0.05729357,0.05729357
885,8.968611,8.968611
886,-0.01519904,0.01519904
887,1.375817,1.375817
888,14.81125,14.81125
889,-28.99779,28.99779
890,8.031457,8.031457
891,-0.08811135,0.08811135
892,2.745461,2.745461
893,-0.7510759,0.7510759
894,2.075267,2.075267
895,24.02264,24.02264
896,27.40314,27.40314
897,-2.293372,2.293372
898,-0.1733884,0.1733884
899,0.355362,0.355362
900,-0.02949543,0.02949543
901,2.226591,2.226591
902,2.254672,2.254672
903,0.1222449,0.1222449
904,4.775399,4.775399
905,0.003682572,0.003682572
906,-0.173822,0.173822
907,-2.524469,2.524469
908,-0.2021758,0.2021758
909,2.392542,2.392542
910,0.3339407,0.3339407
911,-0.1751319,0.1751319
912,1.235876,1.235876
913,-0.002062154,0.002062154
914,0.07707474,0.07707474
915,-1.489439,1.489439
916,0.7101707,0.7101707
917,0.6054608,0.6054608
918,-0.05921474,0.05921474
919,-3.052085,3.052085
920,0.2630464,0.2630464
921,0.5297112,0.5297112
922,-2.28197,2.28197
923,-2.901201,2.901201
924,0.6098099,0.6098099
925,4.294225,4.294225
926,-0.006599614,0.006599614
927,-0.6527206,0.6527206
928,-0.451413,0.451413
929,1.669113,1.669113
930,-0.03927525,0.03927525
931,-2.437615,2.437615
932,0.002369472,0.002369472
933,2.229546,2.229546
934,-2.891867,2.891867
935,0.0650388,0.0650388
936,-9.269883,9.269883
937,0.01409144,0.01409144
938,-0.03660231,0.03660231
939,-6.902322,6.902322
940,1.622506,1.622506
941,1.707365,1.707365
942,2.652395,2.652395
943,-1.967353,1.967353
944,-0.06754277,0.06754277
945,-0.9753498,0.9753498
946,-0.06522825,0.06522825
947,-0.002352327,0.002352327
948,0.01856012,0.01856012
949,6.296314,6.296314
950,5.638666,5.638666
951,-0.9246318,0.9246318
952,0.7414327,0.7414327
953,0.09089199,0.09089199
954,-0.5340391,0.5340391
955,0.0521936,0.0521936
956,-0.6868863,0.6868863
957,0.0208001,0.0208001
958,2.158103,2.158103
959,-0.2165821,0.2165821
960,0.01750106,0.01750106
961,2.55123,2.55123
962,0.004869559,0.004869559
963,0.001103046,0.001103046
964,-0.210022,0.210022
965,-0.182197,0.182197
966,0.01003439,0.01003439
967,-4.176278,4.176278
968,34.56368,34.56368
969,-3.16597,3.16597
970,0.2224296,0.2224296
971,0.8764984,0.8764984
972,0.3404075,0.3404075
973,-0.1905756,0.1905756
974,-0.1089343,0.1089343
975,-0.06999356,0.06999356
976,2.900611,2.900611
977,0.1086151,0.1086151
978,-0.0191518,0.0191518
979,1.085524,1.085524
980,0.3732734,0.3732734
981,-0.04241636,0.04241636
982,-0.545312,0.545312
983,-0.247857,0.247857
984,-0.4504412,0.4504412
985,-0.1021986,0.1021986
986,-0.1666243,0.1666243
987,1.554063,1.554063
988,0.2314176,0.2314176
989,-0.1068571,0.1068571
990,3.044575,3.044575
991,-1.192486,1.192486
992,0.1988695,0.1988695
993,-0.9150332,0.9150332
994,-1.86075,1.86075
995,1.711102,1.711102
996,0.03132088,0.03132088
997,1.290813,1.290813
998,5.19091,5.19091
999,-1.669321,1.669321
1000,0.1932126,0.1932126
1001,-3.000868,3.000868
1002,0.2593229,0.2593229
1003,-0.7849881,0.7849881
1004,1.500643,1.500643
1005,2.415497,2.415497
1006,1.712793,1.712793
1007,-16.22538,16.22538
1008,3.315121,3.315121
1009,-0.8167934,0.8167934
1010,0.2427683,0.2427683
1011,0.1678432,0.1678432
1012,0.08568866,0.08568866
1013,0.687672,0.687672
1014,1.115468,1.115468
1015,-0.0153138,0.0153138
1016,6.585291,6.585291
1017,0.04411136,0.04411136
