Token,Origen,Destino,Combinada
[CLS],16.8320569240951,20.4071053490355,18.619580985436
Token 2,10.6465087961466,7.95346481126491,9.29998691754975
Token 3,7.91367732588437,6.58220085953881,7.24793914899756
Token 4,11.4798871698136,10.1787628088467,10.829325044333
Token 5,10.7661254693956,10.2869710759383,10.5265482929224
Token 6,11.1061231119261,10.5882878848876,10.8472055202975
.,15.8806067759969,16.026627788295,15.9536172759731
[SEP],15.3750144267417,17.9765794221933,16.6757968144906
