Layer,Importancia,Importancia_pct
1,0.100832341668384,3.5405123212554
2,0.11375410171711,3.99423232723605
3,0.135389408932515,4.75390993169166
4,0.125343416605536,4.40116636723215
5,0.140978991052013,4.9501761696596
6,0.135657942461847,4.76333891304368
7,0.152896387521714,5.36863009366971
8,0.226097095589254,7.93891661632227
9,0.246908842538807,8.66967666099201
10,0.325702748054186,11.4363563661456
11,0.498865267547238,17.5165883998426
12,0.645532523224914,22.6664958329093
