Token,Origen_pct,Destino_pct,Combinada_pct,Efecto_origen,Efecto_destino
[CLS],16.8320590926522,20.4071015926087,18.6195803426304,32.7126948247119,-6.11164458338985
Token 2,10.6465098750523,7.95346923043419,9.29998955274326,26.7155797789021,20.4453075338539
Token 3,7.91367798077169,6.58219946683222,7.24793872380195,33.5960904557484,46.0369659945358
Token 4,11.4798903651739,10.1787615587649,10.8293259619694,41.9438398709722,83.094759973808
Token 5,10.7661215937401,10.2869745189213,10.5265480563307,45.4366595016879,44.2739442979101
Token 6,11.106121640698,10.5882897111676,10.8472056759328,68.6141492959807,2.71470033719395
.,15.8806044887924,16.0266255251812,15.9536150069868,-0.482002423623707,-22.7927674544645
[SEP],15.3750149631195,17.9765783960899,16.6757966796047,-44.8275555902361,36.0481896146958
