Variable,Layer,Head,TokenOrigenIdx,TokenDestinoIdx,TokenOrigen,TokenDestino,Efecto_ASCA,Importancia_ASCA
6972,10,1,8,4,[SEP],Token 4,-0.696511750425426,4.85128618480691
6973,10,1,8,5,[SEP],Token 5,-0.316049100183495,0.998870337267971
6974,10,1,8,6,[SEP],Token 6,-0.470533971410281,2.21402218251131
6975,10,1,8,7,[SEP],.,0.162588478469588,0.264350133310558
6976,10,1,8,8,[SEP],[SEP],0.989165546124909,9.7844847764059
6977,10,2,1,1,[CLS],[CLS],1.20476337496708,14.5145478966207
6978,10,2,1,2,[CLS],Token 2,-0.0645079856319493,0.0416128021029178
6979,10,2,1,3,[CLS],Token 3,-0.373001182908163,1.39129882450888
6980,10,2,1,4,[CLS],Token 4,0.73092271658247,5.34248017616297
6981,10,2,1,5,[CLS],Token 5,0.158849574658282,0.252331873691172
6982,10,2,1,6,[CLS],Token 6,0.199390959343187,0.397567546677963
6983,10,2,1,7,[CLS],.,0.1061462561897,0.112670277030894
6984,10,2,1,8,[CLS],[SEP],-1.09022318654967,11.8858659649052
6985,10,2,2,1,Token 2,[CLS],0.212790713224701,0.452798876346769
6986,10,2,2,2,Token 2,Token 2,0.0361216090400427,0.013047706396417
6987,10,2,2,3,Token 2,Token 3,-0.621455554136451,3.86207005767043
6988,10,2,2,4,Token 2,Token 4,0.516404567223446,2.66673677049235
6989,10,2,2,5,Token 2,Token 5,-0.0521645887528836,0.0272114431975747
6990,10,2,2,6,Token 2,Token 6,-0.174294295227,0.303785013486767
6991,10,2,2,7,Token 2,.,-0.406327140045455,1.65101744737519
6992,10,2,2,8,Token 2,[SEP],0.66236898780564,4.38732676006669
6993,10,2,3,1,Token 3,[CLS],-0.765252180131657,5.85610899196254
6994,10,2,3,2,Token 3,Token 2,0.035559879813289,0.0126450505233556
6995,10,2,3,3,Token 3,Token 3,-0.0960057343690865,0.092171010317476
6996,10,2,3,4,Token 3,Token 4,0.157667830572982,0.248591447975904
6997,10,2,3,5,Token 3,Token 5,-0.156071021713463,0.243581638186843
6998,10,2,3,6,Token 3,Token 6,-0.13282574150441,0.176426776061963
6999,10,2,3,7,Token 3,.,-0.378137026934016,1.42987611138497
7000,10,2,3,8,Token 3,[SEP],0.0890038450050771,0.0792168442568779
7001,10,2,4,1,Token 4,[CLS],0.486484789918876,2.36667450822413
7002,10,2,4,2,Token 4,Token 2,0.000260529746968696,6.78757490555729e-07
7003,10,2,4,3,Token 4,Token 3,-0.543224571411416,2.95092934985117
7004,10,2,4,4,Token 4,Token 4,0.448952136754967,2.01558021096851
7005,10,2,4,5,Token 4,Token 5,-0.175130894463786,0.306708301956856
7006,10,2,4,6,Token 4,Token 6,-0.134668771005273,0.181356778840707
7007,10,2,4,7,Token 4,.,-0.0119090195193475,0.00141824745912199
7008,10,2,4,8,Token 4,[SEP],0.739711861008758,5.47173637317041
7009,10,2,5,1,Token 5,[CLS],-0.136136713516677,0.185332047671217
7010,10,2,5,2,Token 5,Token 2,-0.199401681885057,0.397610307385895
7011,10,2,5,3,Token 5,Token 3,-0.596774630483205,3.56139959588367
7012,10,2,5,4,Token 5,Token 4,0.674246878166505,4.54608852717279
7013,10,2,5,5,Token 5,Token 5,-0.0244079471923135,0.00595747886142764
7014,10,2,5,6,Token 5,Token 6,-0.374976734724344,1.40607551584531
7015,10,2,5,7,Token 5,.,-0.140911653285569,0.198560940316725
7016,10,2,5,8,Token 5,[SEP],0.607323235092734,3.68841511883505
7017,10,2,6,1,Token 6,[CLS],0.158652385951268,0.2517057956803
7018,10,2,6,2,Token 6,Token 2,-0.157454954379964,0.247920626587967
7019,10,2,6,3,Token 6,Token 3,-0.845707925171464,7.1522189469782
7020,10,2,6,4,Token 6,Token 4,0.0349928580240031,0.0122450011268804
7021,10,2,6,5,Token 6,Token 5,-0.260350923532734,0.677826033843476
7022,10,2,6,6,Token 6,Token 6,-0.165076057607885,0.272501047953618
7023,10,2,6,7,Token 6,.,0.0626233115024129,0.0392167914352824
7024,10,2,6,8,Token 6,[SEP],0.899213258473872,8.08584484215199
7025,10,2,7,1,.,[CLS],1.31118074678581,17.1919495074179
7026,10,2,7,2,.,Token 2,0.109395982457472,0.119674809778356
7027,10,2,7,3,.,Token 3,0.0457043349183874,0.0208888623033213
7028,10,2,7,4,.,Token 4,0.401285830057358,1.61030317404823
7029,10,2,7,5,.,Token 5,0.710697289740233,5.05090637644113
7030,10,2,7,6,.,Token 6,0.55312877013685,3.05951436353105
7031,10,2,7,7,.,.,1.14035800654958,13.0041638310173
7032,10,2,7,8,.,[SEP],-1.20072063092987,14.4173003354063
7033,10,2,8,1,[SEP],[CLS],-0.53365528715139,2.84787965504632
7034,10,2,8,2,[SEP],Token 2,0.382523131078592,1.4632394581017
7035,10,2,8,3,[SEP],Token 3,-0.09867325490477,0.0973641123350172
7036,10,2,8,4,[SEP],Token 4,0.34472380752835,1.18834503476843
7037,10,2,8,5,[SEP],Token 5,0.119537031758745,0.142891019616913
7038,10,2,8,6,[SEP],Token 6,-0.247846250106378,0.614277636917935
7039,10,2,8,7,[SEP],.,-0.640548793045455,4.10302756271989
7040,10,2,8,8,[SEP],[SEP],0.0506719840505913,0.0256764996762338
7041,10,3,1,1,[CLS],[CLS],0.580659401330505,3.37165340353501
7042,10,3,1,2,[CLS],Token 2,0.532417115009403,2.83467984354935
7043,10,3,1,3,[CLS],Token 3,-0.140751907348486,0.198110994222367
7044,10,3,1,4,[CLS],Token 4,-0.0154729416956452,0.00239411924716836
7045,10,3,1,5,[CLS],Token 5,0.377914059247127,1.42819036176641
7046,10,3,1,6,[CLS],Token 6,0.238962290807014,0.571029764277358
7047,10,3,1,7,[CLS],.,0.337660209380451,1.1401441699885
7048,10,3,1,8,[CLS],[SEP],-0.615758426833132,3.79158440216013
7049,10,3,2,1,Token 2,[CLS],-0.245940017482354,0.604864921992208
7050,10,3,2,2,Token 2,Token 2,0.019101463189499,0.00364865895979784
7051,10,3,2,3,Token 2,Token 3,-0.11983606120331,0.143606815647234
7052,10,3,2,4,Token 2,Token 4,0.0277228073606762,0.00768554047957165
7053,10,3,2,5,Token 2,Token 5,-0.0137155030466457,0.00188115023822549
7054,10,3,2,6,Token 2,Token 6,-0.0206082482746167,0.00424699896948242
7055,10,3,2,7,Token 2,.,0.548707664076394,3.01080100616174
7056,10,3,2,8,Token 2,[SEP],0.198237982241182,0.392982976030551
7057,10,3,3,1,Token 3,[CLS],-0.0729324375374089,0.0531914044514805
7058,10,3,3,2,Token 3,Token 2,-0.138068881636845,0.19063016076449
7059,10,3,3,3,Token 3,Token 3,-0.229798764782945,0.528074722957672
7060,10,3,3,4,Token 3,Token 4,0.227106388865164,0.515773118633751
7061,10,3,3,5,Token 3,Token 5,0.28499993709107,0.81224964141914
7062,10,3,3,6,Token 3,Token 6,0.0237536422503718,0.00564235520158648
7063,10,3,3,7,Token 3,.,0.160168750994231,0.25654028795052
7064,10,3,3,8,Token 3,[SEP],-0.0517834031774594,0.0268152084463932
7065,10,3,4,1,Token 4,[CLS],-0.146916942489142,0.215845879903578
7066,10,3,4,2,Token 4,Token 2,0.0306147024202329,0.00937260004279412
7067,10,3,4,3,Token 4,Token 3,-0.0811946927082252,0.0659257812398312
7068,10,3,4,4,Token 4,Token 4,0.153134267239546,0.234501038029926
7069,10,3,4,5,Token 4,Token 5,-0.221883344711685,0.492322186604444
7070,10,3,4,6,Token 4,Token 6,-0.0301027627216297,0.00906176323474741
7071,10,3,4,7,Token 4,.,0.458453931020735,2.10180006868364
7072,10,3,4,8,Token 4,[SEP],0.568475373676682,3.23164250476843
7073,10,3,5,1,Token 5,[CLS],-0.0285277267100929,0.00813831191245749
7074,10,3,5,2,Token 5,Token 2,0.108975430627349,0.118756444804161
7075,10,3,5,3,Token 5,Token 3,-0.0570270652090254,0.0325208616635443
7076,10,3,5,4,Token 5,Token 4,-0.209246286889877,0.437840085772006
7077,10,3,5,5,Token 5,Token 5,-0.199519125399759,0.398078814002847
7078,10,3,5,6,Token 5,Token 6,0.0672820441870832,0.0452687346999262
7079,10,3,5,7,Token 5,.,0.542850982709335,2.9468718942849
7080,10,3,5,8,Token 5,[SEP],0.239593123930475,0.574048650347638
7081,10,3,6,1,Token 6,[CLS],0.0750507745665538,0.0563261876303967
7082,10,3,6,2,Token 6,Token 2,0.162878980597289,0.265295623204119
7083,10,3,6,3,Token 6,Token 3,0.00651295955517944,0.000424186421674032
7084,10,3,6,4,Token 6,Token 4,0.083255254251875,0.0693143736054435
7085,10,3,6,5,Token 6,Token 5,-0.139805709013382,0.195456362727344
7086,10,3,6,6,Token 6,Token 6,-0.298911872621406,0.893483075940353
7087,10,3,6,7,Token 6,.,0.292811186757034,0.857383910900623
7088,10,3,6,8,Token 6,[SEP],-0.0061941325896157,0.000383672785377393
7089,10,3,7,1,.,[CLS],1.16411296934563,13.551590053987
7090,10,3,7,2,.,Token 2,0.522562091208379,2.73071139168075
7091,10,3,7,3,.,Token 3,0.288165560283882,0.830393901337234
7092,10,3,7,4,.,Token 4,0.871171051088691,7.58939000254976
7093,10,3,7,5,.,Token 5,1.1077900378469,12.2719876795284
7094,10,3,7,6,.,Token 6,0.732293003326945,5.36253042721597
7095,10,3,7,7,.,.,0.754296307028809,5.68962918797299
7096,10,3,7,8,.,[SEP],-0.983258139833849,9.6679656954952
7097,10,3,8,1,[SEP],[CLS],-0.109643076314501,0.120216041837074
7098,10,3,8,2,[SEP],Token 2,0.166498099513654,0.277216171416585
7099,10,3,8,3,[SEP],Token 3,-0.160459012505458,0.257470946942268
7100,10,3,8,4,[SEP],Token 4,-0.00928819578587094,0.000862705809566707
7101,10,3,8,5,[SEP],Token 5,-0.0856047967491315,0.0732818122646012
7102,10,3,8,6,[SEP],Token 6,-0.50130197686712,2.51303672010883
7103,10,3,8,7,[SEP],.,0.584857626724238,3.42058443537509
7104,10,3,8,8,[SEP],[SEP],0.477705192748993,2.28202251179352
7105,10,4,1,1,[CLS],[CLS],-1.19177377201398,14.2032472366044
7106,10,4,1,2,[CLS],Token 2,-0.135459334918129,0.183492314164619
7107,10,4,1,3,[CLS],Token 3,0.259053456391014,0.67108693268131
7108,10,4,1,4,[CLS],Token 4,-0.0917647052848553,0.0842076113601634
7109,10,4,1,5,[CLS],Token 5,0.594282462735743,3.5317164551526
7110,10,4,1,6,[CLS],Token 6,0.922936221127826,8.51811268269711
7111,10,4,1,7,[CLS],.,-0.53996564790549,2.91562900917995
7112,10,4,1,8,[CLS],[SEP],-0.740718693496457,5.48664182895099
7113,10,4,2,1,Token 2,[CLS],-0.350451958684136,1.22816575345547
7114,10,4,2,2,Token 2,Token 2,0.343542298554895,1.1802131089638
7115,10,4,2,3,Token 2,Token 3,0.144673716518095,0.20930484251158
7116,10,4,2,4,Token 2,Token 4,0.121024570689428,0.146469467105603
7117,10,4,2,5,Token 2,Token 5,-0.0013237387927566,1.75228439144869e-05
7118,10,4,2,6,Token 2,Token 6,0.324540971284515,1.05326842042296
7119,10,4,2,7,Token 2,.,-0.182738450943541,0.33393341453245
7120,10,4,2,8,Token 2,[SEP],-0.20570170112775,0.4231318984685
7121,10,4,3,1,Token 3,[CLS],-0.602659459612332,3.63198424260228
7122,10,4,3,2,Token 3,Token 2,0.144649562874641,0.209234960398246
7123,10,4,3,3,Token 3,Token 3,0.428520365246813,1.83629703431262
7124,10,4,3,4,Token 3,Token 4,-0.00578321064083963,0.000334455253163208
7125,10,4,3,5,Token 3,Token 5,0.0460004617591707,0.0211604248205693
7126,10,4,3,6,Token 3,Token 6,0.179704989928847,0.32293883405327
7127,10,4,3,7,Token 3,.,-0.283057728935054,0.801216779098706
7128,10,4,3,8,Token 3,[SEP],-0.150288975340529,0.225867761089061
7129,10,4,4,1,Token 4,[CLS],-0.713014035300386,5.08389014535339
7130,10,4,4,2,Token 4,Token 2,0.749393158312237,5.6159010572519
7131,10,4,4,3,Token 4,Token 3,0.275418849397998,0.758555426037173
7132,10,4,4,4,Token 4,Token 4,0.736201668621961,5.4199289688176
7133,10,4,4,5,Token 4,Token 5,0.663327321480594,4.4000313542262
7134,10,4,4,6,Token 4,Token 6,0.61657547606777,3.80165317688197
7135,10,4,4,7,Token 4,.,-0.271971944401326,0.739687385414377
7136,10,4,4,8,Token 4,[SEP],-0.834278766612217,6.96021060420002
7137,10,4,5,1,Token 5,[CLS],-0.326287721422226,1.06463677150908
7138,10,4,5,2,Token 5,Token 2,0.633558741084171,4.0139667840416
7139,10,4,5,3,Token 5,Token 3,0.211078333263508,0.445540627733004
7140,10,4,5,4,Token 5,Token 4,0.572564606523815,3.27830228643771
7141,10,4,5,5,Token 5,Token 5,0.91880284783342,8.44198673186803
7142,10,4,5,6,Token 5,Token 6,0.755800576983597,5.71234512168739
7143,10,4,5,7,Token 5,.,-0.678777967879475,4.6073952967859
7144,10,4,5,8,Token 5,[SEP],-0.627265486408053,3.93461990438732
7145,10,4,6,1,Token 6,[CLS],-0.552880035225104,3.05676333350512
7146,10,4,6,2,Token 6,Token 2,0.143950862152569,0.207218507144678
7147,10,4,6,3,Token 6,Token 3,0.163542071747611,0.267460092315008
7148,10,4,6,4,Token 6,Token 4,0.424310753746311,1.80039615744763
7149,10,4,6,5,Token 6,Token 5,0.247848583057274,0.614289201234984
7150,10,4,6,6,Token 6,Token 6,0.908368248243079,8.25132874416199
7151,10,4,6,7,Token 6,.,-0.643050161062868,4.13513509642981
7152,10,4,6,8,Token 6,[SEP],-0.30496907405995,0.930061361329835
7153,10,4,7,1,.,[CLS],-0.483768103296072,2.34031577766679
7154,10,4,7,2,.,Token 2,0.487228826252398,2.3739192913129
7155,10,4,7,3,.,Token 3,0.152583156355675,0.232816196034604
7156,10,4,7,4,.,Token 4,0.855555004903007,7.31974366414586
7157,10,4,7,5,.,Token 5,0.600172772769465,3.60207357173787
7158,10,4,7,6,.,Token 6,0.767368261082085,5.88854048116143
7159,10,4,7,7,.,.,-0.164323185302638,0.27002109228005
7160,10,4,7,8,.,[SEP],-0.793333612463214,6.29378220663933
7161,10,4,8,1,[SEP],[CLS],-0.871472477228139,7.59464278566149
7162,10,4,8,2,[SEP],Token 2,0.493003798802527,2.43052745633723
7163,10,4,8,3,[SEP],Token 3,0.0582626812585208,0.0339454002743199
7164,10,4,8,4,[SEP],Token 4,0.285245789792883,0.813651605945656
7165,10,4,8,5,[SEP],Token 5,0.234948285355097,0.552006967913001
7166,10,4,8,6,[SEP],Token 6,-0.440063894923803,1.93656231615508
7167,10,4,8,7,[SEP],.,-0.816130117706972,6.66068369028395
7168,10,4,8,8,[SEP],[SEP],0.694403682652394,4.82196474481206
7169,10,5,1,1,[CLS],[CLS],-0.708250211741231,5.01618362431499
7170,10,5,1,2,[CLS],Token 2,-0.135356223896863,0.183213073476177
7171,10,5,1,3,[CLS],Token 3,-0.491942727322627,2.42007646965624
7172,10,5,1,4,[CLS],Token 4,-0.45410379997362,2.06210261150481
7173,10,5,1,5,[CLS],Token 5,-0.666242778920939,4.43879440464297
7174,10,5,1,6,[CLS],Token 6,-1.01251991442119,10.2519657709949
7175,10,5,1,7,[CLS],.,0.493616423644936,2.43657173692017
7176,10,5,1,8,[CLS],[SEP],1.48616860095577,22.0869711046684
7177,10,5,2,1,Token 2,[CLS],-0.0313412581142235,0.00982274460182381
7178,10,5,2,2,Token 2,Token 2,0.257076271912563,0.660882095804619
7179,10,5,2,3,Token 2,Token 3,-0.367838550529644,1.35305199255749
7180,10,5,2,4,Token 2,Token 4,-0.186861583267041,0.349172513010654
7181,10,5,2,5,Token 2,Token 5,-0.119411903919789,0.14259202797749
7182,10,5,2,6,Token 2,Token 6,-0.0249701959441839,0.0062351068549094
7183,10,5,2,7,Token 2,.,0.502576168521275,2.52582805165525
7184,10,5,2,8,Token 2,[SEP],0.579957550954538,3.36350760909186
7185,10,5,3,1,Token 3,[CLS],-0.477260832128657,2.27777901884138
7186,10,5,3,2,Token 3,Token 2,-0.217734119959247,0.474081469944277
7187,10,5,3,3,Token 3,Token 3,0.0337040564675816,0.0113596342236993
7188,10,5,3,4,Token 3,Token 4,-0.245129145427635,0.600882979380828
7189,10,5,3,5,Token 3,Token 5,-0.179909616031173,0.323674699404843
7190,10,5,3,6,Token 3,Token 6,-0.146731057504143,0.215300032362841
7191,10,5,3,7,Token 3,.,0.171495677609016,0.294107674385755
7192,10,5,3,8,Token 3,[SEP],0.323780874499743,1.04834054691819
7193,10,5,4,1,Token 4,[CLS],-0.290911937742465,0.846297555210756
7194,10,5,4,2,Token 4,Token 2,0.0883166902269509,0.077998377726432
7195,10,5,4,3,Token 4,Token 3,-0.222593105119766,0.495476904468591
7196,10,5,4,4,Token 4,Token 4,-0.0509310626677709,0.0259397314446841
7197,10,5,4,5,Token 4,Token 5,-0.0701845034110895,0.0492586451906123
7198,10,5,4,6,Token 4,Token 6,0.0526598944109842,0.02773064479376
7199,10,5,4,7,Token 4,.,0.321403375956984,1.03300130076546
7200,10,5,4,8,Token 4,[SEP],0.0989449726600499,0.0979010761469802
7201,10,5,5,1,Token 5,[CLS],-0.588069980131145,3.45826301531446
7202,10,5,5,2,Token 5,Token 2,-0.194067575847565,0.376622239953504
7203,10,5,5,3,Token 5,Token 3,-0.307044062327248,0.942760562104188
7204,10,5,5,4,Token 5,Token 4,-0.079075782675019,0.0625297940566683
7205,10,5,5,5,Token 5,Token 5,-0.233912086992873,0.547148644413616
7206,10,5,5,6,Token 5,Token 6,0.0042931269421021,0.000184309389410029
7207,10,5,5,7,Token 5,.,0.20297077331539,0.411971348202474
7208,10,5,5,8,Token 5,[SEP],0.44046336716905,1.94007977817897
7209,10,5,6,1,Token 6,[CLS],-0.351189101837162,1.23333785249192
7210,10,5,6,2,Token 6,Token 2,-0.211992250902108,0.449407144425424
7211,10,5,6,3,Token 6,Token 3,-0.0941050951200657,0.0885576892755661
7212,10,5,6,4,Token 6,Token 4,-0.0287011023780725,0.00823753277716599
7213,10,5,6,5,Token 6,Token 5,-0.238263006945334,0.567692604786321
7214,10,5,6,6,Token 6,Token 6,-0.0268293340517512,0.00719813165660454
7215,10,5,6,7,Token 6,.,-0.0402447464469463,0.0161963961657899
7216,10,5,6,8,Token 6,[SEP],0.359131521762643,1.28975449923552
7217,10,5,7,1,.,[CLS],0.00850705350718653,0.000723699593741346
7218,10,5,7,2,.,Token 2,0.400434911973461,1.60348118727193
7219,10,5,7,3,.,Token 3,-0.0698397768438983,0.0487759442960551
7220,10,5,7,4,.,Token 4,0.274215369848946,0.751940690613945
7221,10,5,7,5,.,Token 5,0.227820672119942,0.519022586451821
7222,10,5,7,6,.,Token 6,0.113576585976555,0.128996408820898
7223,10,5,7,7,.,.,0.112518559236865,0.126604261727399
7224,10,5,7,8,.,[SEP],-0.275234555960113,0.757540607945608
7225,10,5,8,1,[SEP],[CLS],-0.939453801901471,8.82573445907128
7226,10,5,8,2,[SEP],Token 2,-0.656896743622298,4.31513331781578
7227,10,5,8,3,[SEP],Token 3,-0.618396800887672,3.82414603348107
7228,10,5,8,4,[SEP],Token 4,-0.282515888663963,0.798152273475887
7229,10,5,8,5,[SEP],Token 5,-0.249014599094104,0.620082705619975
7230,10,5,8,6,[SEP],Token 6,-0.414633050459681,1.71920566533501
7231,10,5,8,7,[SEP],.,-0.219630865823316,0.482377172222992
7232,10,5,8,8,[SEP],[SEP],1.15820635261257,13.4144195523212
7233,10,6,1,1,[CLS],[CLS],-0.448323034218783,2.00993543011137
7234,10,6,1,2,[CLS],Token 2,0.00507809415867755,0.000257870402843951
7235,10,6,1,3,[CLS],Token 3,-0.167836923868635,0.281692330136861
7236,10,6,1,4,[CLS],Token 4,-0.0444094612594455,0.0197220024935419
7237,10,6,1,5,[CLS],Token 5,-0.267050196443239,0.713158074203726
7238,10,6,1,6,[CLS],Token 6,-0.566484999619456,3.20905254793855
7239,10,6,1,7,[CLS],.,-0.279780954291793,0.782773823844266
7240,10,6,1,8,[CLS],[SEP],1.51857773737733,23.0607834445804
7241,10,6,2,1,Token 2,[CLS],0.170119180119185,0.289405354444236
7242,10,6,2,2,Token 2,Token 2,-0.373545531611605,1.39536264186997
7243,10,6,2,3,Token 2,Token 3,-0.0031082021705229,9.66092073284325e-05
7244,10,6,2,4,Token 2,Token 4,0.216386670226131,0.468231910515525
7245,10,6,2,5,Token 2,Token 5,-0.221793876143617,0.491925234948099
7246,10,6,2,6,Token 2,Token 6,-0.44610005764463,1.99005261430542
7247,10,6,2,7,Token 2,.,0.103169981128886,0.106440450061347
7248,10,6,2,8,Token 2,[SEP],0.647506761792633,4.19265006567182
7249,10,6,3,1,Token 3,[CLS],-0.358175127368684,1.28289421865572
7250,10,6,3,2,Token 3,Token 2,-0.259652058386507,0.674191914243503
7251,10,6,3,3,Token 3,Token 3,0.0912722220487145,0.0833061851770985
7252,10,6,3,4,Token 3,Token 4,-0.245995751775467,0.60513909891577
7253,10,6,3,5,Token 3,Token 5,0.345612901909524,1.19448277966322
7254,10,6,3,6,Token 3,Token 6,-0.325252258616702,1.05789031735266
7255,10,6,3,7,Token 3,.,-0.505645544815012,2.55677416991271
7256,10,6,3,8,Token 3,[SEP],0.272093179243263,0.740346981907066
7257,10,6,4,1,Token 4,[CLS],-0.117635864016379,0.138381965028799
7258,10,6,4,2,Token 4,Token 2,-0.283305613018474,0.802620703677733
7259,10,6,4,3,Token 4,Token 3,0.0802492007241901,0.0643993421687136
7260,10,6,4,4,Token 4,Token 4,-0.129040623285431,0.166514824578924
7261,10,6,4,5,Token 4,Token 5,-0.152428613204995,0.23234482123598
7262,10,6,4,6,Token 4,Token 6,-0.179371769172638,0.321742315761221
7263,10,6,4,7,Token 4,.,0.22050240424286,0.486213102768817
7264,10,6,4,8,Token 4,[SEP],1.00998914225899,10.2007806748105
7265,10,6,5,1,Token 5,[CLS],-0.333275209151514,1.11072365034985
7266,10,6,5,2,Token 5,Token 2,0.0160682456570328,0.00258188518494752
7267,10,6,5,3,Token 5,Token 3,0.145833029808505,0.212672725831282
7268,10,6,5,4,Token 5,Token 4,0.0142116749820917,0.00201971705796611
7269,10,6,5,5,Token 5,Token 5,-0.0532347356849687,0.0283393708344849
7270,10,6,5,6,Token 5,Token 6,-0.468876400935903,2.19845079354606
7271,10,6,5,7,Token 5,.,-0.363666597481711,1.32253394123925
7272,10,6,5,8,Token 5,[SEP],0.495422687978696,2.45443639764036
7273,10,6,6,1,Token 6,[CLS],-0.745228299038919,5.55365217688441
7274,10,6,6,2,Token 6,Token 2,-0.41819784018366,1.74889433534278
7275,10,6,6,3,Token 6,Token 3,0.0848740294124792,0.0720360086871038
7276,10,6,6,4,Token 6,Token 4,0.0977024901995043,0.0954577659118423
7277,10,6,6,5,Token 6,Token 5,-0.184684301716017,0.341082913003327
7278,10,6,6,6,Token 6,Token 6,-0.337692979039957,1.14036548092881
7279,10,6,6,7,Token 6,.,-0.430118370803507,1.85001812902663
7280,10,6,6,8,Token 6,[SEP],0.709138123421377,5.02876878089592
7281,10,6,7,1,.,[CLS],-0.00109071140256476,1.18965136368478e-05
7282,10,6,7,2,.,Token 2,0.365393424810472,1.33512354894727
7283,10,6,7,3,.,Token 3,-0.225238109789538,0.507322061015642
7284,10,6,7,4,.,Token 4,0.429032411867273,1.8406881043265
7285,10,6,7,5,.,Token 5,0.527983781424029,2.78766873446816
7286,10,6,7,6,.,Token 6,0.148074080564022,0.219259333348805
7287,10,6,7,7,.,.,-0.334418684332725,1.1183585643083
7288,10,6,7,8,.,[SEP],-0.276954569478237,0.767038335548756
7289,10,6,8,1,[SEP],[CLS],0.791388958195709,6.26296483154089
7290,10,6,8,2,[SEP],Token 2,0.249108481621654,0.620550356158458
7291,10,6,8,3,[SEP],Token 3,-0.236119249331655,0.557522999049442
7292,10,6,8,4,[SEP],Token 4,0.341359232444384,1.16526125575019
7293,10,6,8,5,[SEP],Token 5,0.107908046963696,0.116441465995191
7294,10,6,8,6,[SEP],Token 6,-0.61380281767633,3.76753898987402
7295,10,6,8,7,[SEP],.,0.752304951269114,5.65962739704024
7296,10,6,8,8,[SEP],[SEP],-0.189371549832553,0.35861583885983
7297,10,7,1,1,[CLS],[CLS],1.34680193070059,18.1387544053882
7298,10,7,1,2,[CLS],Token 2,0.707178539036033,5.00101486073138
7299,10,7,1,3,[CLS],Token 3,0.430527957604228,1.85354322278868
7300,10,7,1,4,[CLS],Token 4,0.977603426825733,9.55708460141416
7301,10,7,1,5,[CLS],Token 5,0.247327870807116,0.611710756779815
7302,10,7,1,6,[CLS],Token 6,0.623824098233138,3.89156505536388
7303,10,7,1,7,[CLS],.,0.808266460358793,6.53294670940933
7304,10,7,1,8,[CLS],[SEP],-1.32594476890654,17.5812953019061
7305,10,7,2,1,Token 2,[CLS],0.622484073654536,3.87486421953545
7306,10,7,2,2,Token 2,Token 2,1.00392615926351,10.0786773325358
7307,10,7,2,3,Token 2,Token 3,0.610711304042066,3.7296829688476
7308,10,7,2,4,Token 2,Token 4,0.974440565178602,9.49534415065593
7309,10,7,2,5,Token 2,Token 5,0.775709514312478,6.01725250594901
7310,10,7,2,6,Token 2,Token 6,0.467912698765763,2.1894229366626
7311,10,7,2,7,Token 2,.,-0.421578009777693,1.7772801832812
7312,10,7,2,8,Token 2,[SEP],-1.10621470870042,12.2371098174516
7313,10,7,3,1,Token 3,[CLS],0.210113738812315,0.441477832376898
7314,10,7,3,2,Token 3,Token 2,0.517100483526536,2.67392910063378
7315,10,7,3,3,Token 3,Token 3,0.393704926686825,1.55003569297478
7316,10,7,3,4,Token 3,Token 4,0.716487803927575,5.13354773176959
7317,10,7,3,5,Token 3,Token 5,0.475988407608822,2.26564964177982
7318,10,7,3,6,Token 3,Token 6,0.578170988261616,3.34281691667414
7319,10,7,3,7,Token 3,.,-0.0911789174061648,0.0831359497936022
7320,10,7,3,8,Token 3,[SEP],-0.6272995481456,3.93504723103674
7321,10,7,4,1,Token 4,[CLS],0.705688385217089,4.97996097030302
7322,10,7,4,2,Token 4,Token 2,0.846071584126978,7.15837125467133
7323,10,7,4,3,Token 4,Token 3,1.09034503352916,11.888522921417
7324,10,7,4,4,Token 4,Token 4,1.35748007226848,18.4275214660604
7325,10,7,4,5,Token 4,Token 5,0.127478908257501,0.162508720505243
7326,10,7,4,6,Token 4,Token 6,0.838462935828489,7.0302009475813
7327,10,7,4,7,Token 4,.,-0.120560543624308,0.145348446789888
7328,10,7,4,8,Token 4,[SEP],-1.41229418261713,19.945748582542
7329,10,7,5,1,Token 5,[CLS],0.310218737836436,0.962356653048317
7330,10,7,5,2,Token 5,Token 2,0.745286487692525,5.55451948737062
7331,10,7,5,3,Token 5,Token 3,0.623741468261231,3.89053419228676
7332,10,7,5,4,Token 5,Token 4,0.915580423488554,8.38287511875481
7333,10,7,5,5,Token 5,Token 5,0.687666329452762,4.72884980663034
7334,10,7,5,6,Token 5,Token 6,0.706687923810923,4.99407821660193
7335,10,7,5,7,Token 5,.,-0.153275302818553,0.234933184541193
7336,10,7,5,8,Token 5,[SEP],-0.836923833118823,7.00441502442303
7337,10,7,6,1,Token 6,[CLS],0.333890101138929,1.11482599638564
7338,10,7,6,2,Token 6,Token 2,0.179422711300954,0.321925093305856
7339,10,7,6,3,Token 6,Token 3,-0.172439209899805,0.29735281110869
7340,10,7,6,4,Token 6,Token 4,0.00773873979902781,0.000598880936770571
7341,10,7,6,5,Token 6,Token 5,0.30273226939882,0.916468269353597
7342,10,7,6,6,Token 6,Token 6,0.902872433145528,8.15178630534127
7343,10,7,6,7,Token 6,.,0.0140286264833942,0.0019680236101059
7344,10,7,6,8,Token 6,[SEP],-0.893538833276302,7.98411646572776
7345,10,7,7,1,.,[CLS],1.32280688677498,17.4981805969932
7346,10,7,7,2,.,Token 2,0.264033854564095,0.697138763559737
