Variable,Layer,Head,TokenOrigenIdx,TokenDestinoIdx,TokenOrigen,TokenDestino,Efecto_ASCA,Importancia_ASCA
1688,3,3,3,8,Token 3,[SEP],0.0470925118903849,0.0221770467614604
1689,3,3,4,1,Token 4,[CLS],-0.125231554433526,0.156829422258372
1690,3,3,4,2,Token 4,Token 2,0.0221831192115273,0.00492090777952829
1691,3,3,4,3,Token 4,Token 3,0.0375546554424085,0.0141035214539802
1692,3,3,4,4,Token 4,Token 4,0.00559343550922091,0.000312865207958133
1693,3,3,4,5,Token 4,Token 5,0.466566577884252,2.17684371598621
1694,3,3,4,6,Token 4,Token 6,0.471344928124299,2.221660412685
1695,3,3,4,7,Token 4,.,-0.0055296933146398,0.000305775081539721
1696,3,3,4,8,Token 4,[SEP],0.0705135713624183,0.0497216374628286
1697,3,3,5,1,Token 5,[CLS],-0.138432781169982,0.191636349024561
1698,3,3,5,2,Token 5,Token 2,-0.0205530194476284,0.00422426608414593
1699,3,3,5,3,Token 5,Token 3,0.138890549402462,0.192905847133178
1700,3,3,5,4,Token 5,Token 4,0.19338403484923,0.373973849345682
1701,3,3,5,5,Token 5,Token 5,0.0680576473002693,0.0463184335604785
1702,3,3,5,6,Token 5,Token 6,0.730831324612874,5.34114425035408
1703,3,3,5,7,Token 5,.,-0.14285170364975,0.20406609235636
1704,3,3,5,8,Token 5,[SEP],0.134235231879282,0.180190974776846
1705,3,3,6,1,Token 6,[CLS],-0.64827449853945,4.20259825456576
1706,3,3,6,2,Token 6,Token 2,0.354550206247717,1.25705848750298
1707,3,3,6,3,Token 6,Token 3,0.5757883162605,3.31532185142102
1708,3,3,6,4,Token 6,Token 4,0.377271445337846,1.42333743467307
1709,3,3,6,5,Token 6,Token 5,0.643367300281638,4.13921483071683
1710,3,3,6,6,Token 6,Token 6,0.311049524886702,0.96751806932243
1711,3,3,6,7,Token 6,.,0.0714712821264335,0.0510814416879626
1712,3,3,6,8,Token 6,[SEP],0.273706311258234,0.749151448225892
1713,3,3,7,1,.,[CLS],0.593724965280522,3.52509334397357
1714,3,3,7,2,.,Token 2,0.159069271316624,0.253030330772017
1715,3,3,7,3,.,Token 3,-0.283981164028988,0.806453015232589
1716,3,3,7,4,.,Token 4,-0.0339845511421344,0.0115494971633235
1717,3,3,7,5,.,Token 5,-0.412613495869434,1.70249896973596
1718,3,3,7,6,.,Token 6,-0.474747824127358,2.25385496513661
1719,3,3,7,7,.,.,0.457431171485397,2.09243276646503
1720,3,3,7,8,.,[SEP],0.593328388140072,3.52038576172896
1721,3,3,8,1,[SEP],[CLS],0.416484051509974,1.73458965162163
1722,3,3,8,2,[SEP],Token 2,0.303597379798683,0.921713690206256
1723,3,3,8,3,[SEP],Token 3,-0.27325074213856,0.74665968079274
1724,3,3,8,4,[SEP],Token 4,0.0191347087496351,0.00366137078933362
1725,3,3,8,5,[SEP],Token 5,-0.282102510917317,0.79581826665855
1726,3,3,8,6,[SEP],Token 6,-0.506923317196347,2.56971249517348
1727,3,3,8,7,[SEP],.,0.445671888502052,1.98623432200986
1728,3,3,8,8,[SEP],[SEP],0.650934883519019,4.23716222581918
1729,3,4,1,1,[CLS],[CLS],-0.129021595861618,0.166465721986787
1730,3,4,1,2,[CLS],Token 2,0.164373934955635,0.270187904927994
1731,3,4,1,3,[CLS],Token 3,0.0661480248653311,0.0437556119358446
1732,3,4,1,4,[CLS],Token 4,-0.0454900531242707,0.0206934493324897
1733,3,4,1,5,[CLS],Token 5,-0.0666720406170129,0.0444516100003661
1734,3,4,1,6,[CLS],Token 6,-0.122040651069191,0.14893920513392
1735,3,4,1,7,[CLS],.,0.195592925402246,0.382565924674088
1736,3,4,1,8,[CLS],[SEP],0.394881872749541,1.55931693426185
1737,3,4,2,1,Token 2,[CLS],0.0951679557551526,0.0905693980261468
1738,3,4,2,2,Token 2,Token 2,0.0511350703638177,0.0261479542111258
1739,3,4,2,3,Token 2,Token 3,-0.135654175592239,0.1840205535561
1740,3,4,2,4,Token 2,Token 4,-0.088081784011147,0.0775840067458635
1741,3,4,2,5,Token 2,Token 5,0.046573790885679,0.0216911799746296
1742,3,4,2,6,Token 2,Token 6,0.0479435858971477,0.0229858742867718
1743,3,4,2,7,Token 2,.,0.0183204549568656,0.0033563906982654
1744,3,4,2,8,Token 2,[SEP],-0.00669427117591802,0.000448132665767268
1745,3,4,3,1,Token 3,[CLS],0.0320291970615845,0.0102586946440981
1746,3,4,3,2,Token 3,Token 2,-0.237137418485333,0.562341552458878
1747,3,4,3,3,Token 3,Token 3,-0.126201860135096,0.159269095015584
1748,3,4,3,4,Token 3,Token 4,-0.0319405853404149,0.0102020099188833
1749,3,4,3,5,Token 3,Token 5,0.0637315220179433,0.0406170689872359
1750,3,4,3,6,Token 3,Token 6,0.202432755191039,0.409790203742351
1751,3,4,3,7,Token 3,.,0.0225548213991156,0.00508719968346002
1752,3,4,3,8,Token 3,[SEP],-0.0214428895926558,0.00459797514082825
1753,3,4,4,1,Token 4,[CLS],0.116246678326889,0.135132902220353
1754,3,4,4,2,Token 4,Token 2,-0.0933182025535177,0.0870828692781935
1755,3,4,4,3,Token 4,Token 3,-0.0576253360746377,0.0332067935771494
1756,3,4,4,4,Token 4,Token 4,-0.104960686936585,0.110167458021998
1757,3,4,4,5,Token 4,Token 5,-0.121200054741882,0.146894532694352
1758,3,4,4,6,Token 4,Token 6,0.0318268098548764,0.0101294582553846
1759,3,4,4,7,Token 4,.,0.00551810816177384,0.00030449517685035
1760,3,4,4,8,Token 4,[SEP],-0.0633219006648165,0.040096631038049
1761,3,4,5,1,Token 5,[CLS],-0.0174556369350023,0.00304699260806618
1762,3,4,5,2,Token 5,Token 2,0.157294618170083,0.247415969052723
1763,3,4,5,3,Token 5,Token 3,0.130480013860938,0.170250340171506
1764,3,4,5,4,Token 5,Token 4,-0.115690366160436,0.133842608223357
1765,3,4,5,5,Token 5,Token 5,0.208145886408781,0.433247100288972
1766,3,4,5,6,Token 5,Token 6,-0.292381572583817,0.854869839865859
1767,3,4,5,7,Token 5,.,0.267283335910262,0.71440381655318
1768,3,4,5,8,Token 5,[SEP],-0.042469575239018,0.0180366482098261
1769,3,4,6,1,Token 6,[CLS],-0.192062407286885,0.368879682928334
1770,3,4,6,2,Token 6,Token 2,0.122807929804584,0.150817876228875
1771,3,4,6,3,Token 6,Token 3,0.0957050311244962,0.0915945298254079
1772,3,4,6,4,Token 6,Token 4,0.256256529869812,0.656674091009175
1773,3,4,6,5,Token 6,Token 5,-0.136799689490708,0.187141550447543
1774,3,4,6,6,Token 6,Token 6,-0.0297540663598471,0.00885304464946182
1775,3,4,6,7,Token 6,.,-0.0267307429907219,0.00714532620836029
1776,3,4,6,8,Token 6,[SEP],0.152398997827689,0.232254545388841
1777,3,4,7,1,.,[CLS],0.189445420448291,0.358895673288297
1778,3,4,7,2,.,Token 2,-0.129069856036762,0.166590277373504
1779,3,4,7,3,.,Token 3,-0.00428249535856519,0.000183397664961324
1780,3,4,7,4,.,Token 4,-0.129470706057597,0.167626637270528
1781,3,4,7,5,.,Token 5,-0.138687708842614,0.192342805840138
1782,3,4,7,6,.,Token 6,0.139706895163094,0.195180165561119
1783,3,4,7,7,.,.,0.128718348655415,0.16568413280577
1784,3,4,7,8,.,[SEP],-0.0280260859525168,0.00785461493817862
1785,3,4,8,1,[SEP],[CLS],0.197861570607087,0.391492011231034
1786,3,4,8,2,[SEP],Token 2,-0.04641836442053,0.0215466455547712
1787,3,4,8,3,[SEP],Token 3,-0.0149255297322835,0.0022277143778928
1788,3,4,8,4,[SEP],Token 4,-0.238758918973483,0.570058213893864
1789,3,4,8,5,[SEP],Token 5,-0.367912831982612,1.35359851937466
1790,3,4,8,6,[SEP],Token 6,-0.204784974259296,0.419368856823807
1791,3,4,8,7,[SEP],.,0.0672979664411055,0.0452901628710817
1792,3,4,8,8,[SEP],[SEP],0.290542471510252,0.844149277512858
1793,3,5,1,1,[CLS],[CLS],-0.0885632541204011,0.0784344998039475
1794,3,5,1,2,[CLS],Token 2,-0.0298674796162223,0.00892066338625451
1795,3,5,1,3,[CLS],Token 3,-0.00858137268778975,0.000736399572067439
1796,3,5,1,4,[CLS],Token 4,-0.0517167421440925,0.0267462141799855
1797,3,5,1,5,[CLS],Token 5,-0.305742967893043,0.934787624160465
1798,3,5,1,6,[CLS],Token 6,0.0269654493463531,0.00727135458450736
1799,3,5,1,7,[CLS],.,-0.0799712254447766,0.0639539689913928
1800,3,5,1,8,[CLS],[SEP],0.286195734471422,0.819079984296369
1801,3,5,2,1,Token 2,[CLS],-0.0296837136909496,0.00881122858486271
1802,3,5,2,2,Token 2,Token 2,0.0334395590134144,0.0111820410701163
1803,3,5,2,3,Token 2,Token 3,0.113292230774379,0.128351295538352
1804,3,5,2,4,Token 2,Token 4,-0.0734916748965068,0.0540102627909384
1805,3,5,2,5,Token 2,Token 5,0.00154896250637483,2.39928484615499e-05
1806,3,5,2,6,Token 2,Token 6,0.105118913932249,0.110499860662957
1807,3,5,2,7,Token 2,.,0.037361238214601,0.0139586212092816
1808,3,5,2,8,Token 2,[SEP],-0.232692230748195,0.541456742505713
1809,3,5,3,1,Token 3,[CLS],-0.0448302805683577,0.0200975405583767
1810,3,5,3,2,Token 3,Token 2,0.129453898808227,0.167583119166506
1811,3,5,3,3,Token 3,Token 3,-0.0729223473284552,0.0531766873989186
1812,3,5,3,4,Token 3,Token 4,-0.0216269000191407,0.00467722804437908
1813,3,5,3,5,Token 3,Token 5,-0.0404703616000867,0.0163785016804177
1814,3,5,3,6,Token 3,Token 6,0.304818947390989,0.929145906885504
1815,3,5,3,7,Token 3,.,-0.157026906512173,0.246574493687827
1816,3,5,3,8,Token 3,[SEP],-0.201203751975792,0.404829498091361
1817,3,5,4,1,Token 4,[CLS],-0.390464108093988,1.52462219709633
1818,3,5,4,2,Token 4,Token 2,0.0640390442799527,0.0410099919228974
1819,3,5,4,3,Token 4,Token 3,0.0545062373482848,0.0297092990986756
1820,3,5,4,4,Token 4,Token 4,-0.0350852117987705,0.0123097208696458
1821,3,5,4,5,Token 4,Token 5,0.627139760246134,3.93304278881579
1822,3,5,4,6,Token 4,Token 6,0.497878096939113,2.47882599411712
1823,3,5,4,7,Token 4,.,-0.179297357411358,0.321475423746964
1824,3,5,4,8,Token 4,[SEP],-0.373048697450046,1.39165330669176
1825,3,5,5,1,Token 5,[CLS],-0.255807594621359,0.654375254659656
1826,3,5,5,2,Token 5,Token 2,0.126209186073263,0.159287586492755
1827,3,5,5,3,Token 5,Token 3,0.357785667103825,1.28010583584929
1828,3,5,5,4,Token 5,Token 4,0.206683661972033,0.427181361261697
1829,3,5,5,5,Token 5,Token 5,-0.0403208513964845,0.0162577105733738
1830,3,5,5,6,Token 5,Token 6,0.543378037560396,2.95259691702988
1831,3,5,5,7,Token 5,.,-0.167480446781964,0.280497000542862
1832,3,5,5,8,Token 5,[SEP],-0.367587752322788,1.3512075565772
1833,3,5,6,1,Token 6,[CLS],-0.377090814056441,1.42197482045749
1834,3,5,6,2,Token 6,Token 2,0.327415828089682,1.07201124483652
1835,3,5,6,3,Token 6,Token 3,0.509132446509122,2.59215848088364
1836,3,5,6,4,Token 6,Token 4,0.296630391851993,0.879895893702668
1837,3,5,6,5,Token 6,Token 5,0.100575654972847,0.101154623732172
1838,3,5,6,6,Token 6,Token 6,0.341118922039046,1.16362118973081
1839,3,5,6,7,Token 6,.,-0.221245711217633,0.489496647321963
1840,3,5,6,8,Token 6,[SEP],-0.189798224343594,0.360233659639811
1841,3,5,7,1,.,[CLS],0.163505933436841,0.267341902690525
1842,3,5,7,2,.,Token 2,-0.00749861574874726,0.000562292381473604
1843,3,5,7,3,.,Token 3,-0.25818095871233,0.66657407441618
1844,3,5,7,4,.,Token 4,-0.0384529687819545,0.0147863080814596
1845,3,5,7,5,.,Token 5,-0.209445090772346,0.438672460486364
1846,3,5,7,6,.,Token 6,-0.21190433973617,0.449034491990221
1847,3,5,7,7,.,.,0.23437291416418,0.549306628938103
1848,3,5,7,8,.,[SEP],-0.415707232046729,1.72812502775953
1849,3,5,8,1,[SEP],[CLS],-0.0722638653581323,0.0522206623649828
1850,3,5,8,2,[SEP],Token 2,0.0175821185128898,0.00309130891401301
1851,3,5,8,3,[SEP],Token 3,0.0362397885946659,0.0131332227738608
1852,3,5,8,4,[SEP],Token 4,-0.0528307414458635,0.0279108724171967
1853,3,5,8,5,[SEP],Token 5,-0.47116633894107,2.21997718951131
1854,3,5,8,6,[SEP],Token 6,0.118483177382473,0.140382633226465
1855,3,5,8,7,[SEP],.,-0.158024543847743,0.249717564582872
1856,3,5,8,8,[SEP],[SEP],0.12257935598121,0.150256985127683
1857,3,6,1,1,[CLS],[CLS],0.210113022464597,0.44147482209208
1858,3,6,1,2,[CLS],Token 2,0.0457311614536351,0.0209133912789844
1859,3,6,1,3,[CLS],Token 3,0.0714996987360805,0.0511220691935027
1860,3,6,1,4,[CLS],Token 4,0.0452908340774118,0.0205125965142765
1861,3,6,1,5,[CLS],Token 5,-0.312811767185554,0.978512016897492
1862,3,6,1,6,[CLS],Token 6,-0.580655880090871,3.37161251084105
1863,3,6,1,7,[CLS],.,0.569838262465481,3.24715645369679
1864,3,6,1,8,[CLS],[SEP],0.569373654726464,3.2418635869657
1865,3,6,2,1,Token 2,[CLS],-0.182409335408847,0.332731656442972
1866,3,6,2,2,Token 2,Token 2,0.234569993543077,0.550230818707991
1867,3,6,2,3,Token 2,Token 3,0.0468491864857761,0.0219484627437902
1868,3,6,2,4,Token 2,Token 4,-0.0165561803376367,0.0027410710737235
1869,3,6,2,5,Token 2,Token 5,0.155874944375458,0.24296998284052
1870,3,6,2,6,Token 2,Token 6,-0.119036772997626,0.141697533256882
1871,3,6,2,7,Token 2,.,-0.163403512605057,0.267007079316709
1872,3,6,2,8,Token 2,[SEP],-0.0991173916979245,0.098242573369998
1873,3,6,3,1,Token 3,[CLS],-0.222891924909004,0.496808101896409
1874,3,6,3,2,Token 3,Token 2,0.275080119104895,0.756690719267632
1875,3,6,3,3,Token 3,Token 3,0.0946572734959006,0.0895999942567772
1876,3,6,3,4,Token 3,Token 4,0.118263410466413,0.139862342551474
1877,3,6,3,5,Token 3,Token 5,0.234332450266144,0.54911697247735
1878,3,6,3,6,Token 3,Token 6,-0.00145798513016598,2.12572063978511e-05
1879,3,6,3,7,Token 3,.,-0.0471815649665161,0.0222610007268958
1880,3,6,3,8,Token 3,[SEP],0.033522226925263,0.0112373969802883
1881,3,6,4,1,Token 4,[CLS],-0.236963897484284,0.561518887109423
1882,3,6,4,2,Token 4,Token 2,0.102793249526694,0.105664521482572
1883,3,6,4,3,Token 4,Token 3,0.159907474218848,0.255704003110516
1884,3,6,4,4,Token 4,Token 4,0.256381111479359,0.657312743233915
1885,3,6,4,5,Token 4,Token 5,0.23864091722735,0.56949487375111
1886,3,6,4,6,Token 4,Token 6,0.0405103223408988,0.0164108621616352
1887,3,6,4,7,Token 4,.,-0.15434953275032,0.23823778260242
1888,3,6,4,8,Token 4,[SEP],-0.17062002254614,0.291111920936454
1889,3,6,5,1,Token 5,[CLS],-0.0728707985218077,0.0531015327720589
1890,3,6,5,2,Token 5,Token 2,0.664177594603592,4.41131877173414
1891,3,6,5,3,Token 5,Token 3,0.368783905675526,1.36001569085295
1892,3,6,5,4,Token 5,Token 4,0.417171723215745,1.74032246650794
1893,3,6,5,5,Token 5,Token 5,0.508936762147394,2.59016627865073
1894,3,6,5,6,Token 5,Token 6,-0.0788371744329303,0.0621530007256829
1895,3,6,5,7,Token 5,.,-0.484313474278663,2.34559541367869
1896,3,6,5,8,Token 5,[SEP],0.117790324364421,0.138745605138756
1897,3,6,6,1,Token 6,[CLS],-0.562292563191128,3.16172926620049
1898,3,6,6,2,Token 6,Token 2,0.337428889938534,1.13858255765151
1899,3,6,6,3,Token 6,Token 3,0.360856303582169,1.30217271834987
1900,3,6,6,4,Token 6,Token 4,0.667781535709329,4.4593217943431
1901,3,6,6,5,Token 6,Token 5,0.328284791171897,1.07770904114776
1902,3,6,6,6,Token 6,Token 6,0.18365473737737,0.337290625611506
1903,3,6,6,7,Token 6,.,-0.243289097517589,0.591895849709231
1904,3,6,6,8,Token 6,[SEP],0.183911611001358,0.338234806611146
1905,3,6,7,1,.,[CLS],0.197495738434718,0.390045666998746
1906,3,6,7,2,.,Token 2,0.0254665764119375,0.00648546514145053
1907,3,6,7,3,.,Token 3,0.0188346623430763,0.00354744505577696
1908,3,6,7,4,.,Token 4,0.160850783650958,0.258729746011273
1909,3,6,7,5,.,Token 5,-0.243277342406111,0.591838653281802
1910,3,6,7,6,.,Token 6,-0.290834488679455,0.845846998054398
1911,3,6,7,7,.,.,0.473297354003037,2.24010385306276
1912,3,6,7,8,.,[SEP],0.258300102563068,0.667189429840915
1913,3,6,8,1,[SEP],[CLS],0.513448947063666,2.63629821240787
1914,3,6,8,2,[SEP],Token 2,-0.014650541686316,0.00214638371702482
1915,3,6,8,3,[SEP],Token 3,0.0103458115809988,0.00107035817269529
1916,3,6,8,4,[SEP],Token 4,0.0228568457800688,0.00522435399013848
1917,3,6,8,5,[SEP],Token 5,-0.289074275557388,0.835639367890284
1918,3,6,8,6,[SEP],Token 6,-0.445149929745568,1.98158459952484
1919,3,6,8,7,[SEP],.,0.55226552942729,3.04997214993605
1920,3,6,8,8,[SEP],[SEP],0.585730979668219,3.43080780543091
1921,3,7,1,1,[CLS],[CLS],0.0454976646248057,0.020700374863113
1922,3,7,1,2,[CLS],Token 2,0.00244178660840443,5.96232184098321e-05
1923,3,7,1,3,[CLS],Token 3,0.0191383376649423,0.00366275968577351
1924,3,7,1,4,[CLS],Token 4,0.0179087716138872,0.00320724100718372
1925,3,7,1,5,[CLS],Token 5,0.0592105242656621,0.0350588618381456
1926,3,7,1,6,[CLS],Token 6,-0.0498838432174571,0.0248839781414384
1927,3,7,1,7,[CLS],.,0.0552433350643611,0.0305182606903327
1928,3,7,1,8,[CLS],[SEP],-0.163704484836596,0.267991583556153
1929,3,7,2,1,Token 2,[CLS],-0.0632731600678162,0.0400349278496749
1930,3,7,2,2,Token 2,Token 2,0.204714094787557,0.419078606046889
1931,3,7,2,3,Token 2,Token 3,-0.00550021997866425,0.000302524198136974
1932,3,7,2,4,Token 2,Token 4,-0.0596239144509934,0.0355501117445938
1933,3,7,2,5,Token 2,Token 5,-0.0273347082047465,0.00747186272638638
1934,3,7,2,6,Token 2,Token 6,-0.00448695370002704,0.000201327535061863
1935,3,7,2,7,Token 2,.,-0.359021147478218,1.28896184336576
1936,3,7,2,8,Token 2,[SEP],-0.196068333307223,0.384427913258725
1937,3,7,3,1,Token 3,[CLS],0.198067667761752,0.392308010125798
1938,3,7,3,2,Token 3,Token 2,0.153273388880358,0.234927317388695
1939,3,7,3,3,Token 3,Token 3,-0.209997113163146,0.440987875368554
1940,3,7,3,4,Token 3,Token 4,0.0144446501139862,0.00208647916915483
1941,3,7,3,5,Token 3,Token 5,0.543781942470367,2.95698800956846
1942,3,7,3,6,Token 3,Token 6,0.0676404941511856,0.0457523644901658
1943,3,7,3,7,Token 3,.,0.0767468238420278,0.0589007496983925
1944,3,7,3,8,Token 3,[SEP],0.242472341732951,0.587928365054609
1945,3,7,4,1,Token 4,[CLS],0.00027431895250723,7.52508877046637e-07
1946,3,7,4,2,Token 4,Token 2,0.0385369745230757,0.0148509840539218
1947,3,7,4,3,Token 4,Token 3,-0.0335074695160045,0.0112275051336597
1948,3,7,4,4,Token 4,Token 4,0.0336998222776252,0.0113567802154352
1949,3,7,4,5,Token 4,Token 5,-0.142878097615214,0.204141507781427
1950,3,7,4,6,Token 4,Token 6,0.370414529256858,1.3720692348458
1951,3,7,4,7,Token 4,.,-0.136140086338225,0.185341231081794
1952,3,7,4,8,Token 4,[SEP],-0.0561990634219468,0.03158334729504
1953,3,7,5,1,Token 5,[CLS],0.0788460978953385,0.062167071533213
1954,3,7,5,2,Token 5,Token 2,-0.0654540257960634,0.0428422949291174
1955,3,7,5,3,Token 5,Token 3,-0.0215506396406143,0.00464430068919617
1956,3,7,5,4,Token 5,Token 4,-0.13848078916019,0.191769289664289
1957,3,7,5,5,Token 5,Token 5,0.0435589537996277,0.018973824561181
1958,3,7,5,6,Token 5,Token 6,0.340828128137624,1.16163812929797
1959,3,7,5,7,Token 5,.,-0.345885110467012,1.19636509642778
1960,3,7,5,8,Token 5,[SEP],-0.0371109221708363,0.0137722054436987
1961,3,7,6,1,Token 6,[CLS],0.263469225564045,0.694160328193174
1962,3,7,6,2,Token 6,Token 2,-0.161577446972602,0.26107271370184
1963,3,7,6,3,Token 6,Token 3,0.114086668007562,0.130157678170678
1964,3,7,6,4,Token 6,Token 4,0.209541325459216,0.439075670752049
1965,3,7,6,5,Token 6,Token 5,0.513997439896629,2.64193368220289
1966,3,7,6,6,Token 6,Token 6,-0.386031886698414,1.49020617547937
1967,3,7,6,7,Token 6,.,0.00855933823569589,0.000732622710330456
1968,3,7,6,8,Token 6,[SEP],0.429857100071474,1.84777126481857
1969,3,7,7,1,.,[CLS],0.406207817267659,1.65004790809356
1970,3,7,7,2,.,Token 2,-0.0772161393778697,0.0596233218042259
1971,3,7,7,3,.,Token 3,-0.0501611322520203,0.0251613918880467
1972,3,7,7,4,.,Token 4,-0.0585911676695726,0.0343292492888397
1973,3,7,7,5,.,Token 5,-0.320471643323866,1.02702074174699
1974,3,7,7,6,.,Token 6,-0.103159871704533,0.106419591300957
1975,3,7,7,7,.,.,-0.132839210590469,0.176462558702989
1976,3,7,7,8,.,[SEP],0.285947464200563,0.817659522827324
1977,3,7,8,1,[SEP],[CLS],-0.294281423636866,0.866015562977403
1978,3,7,8,2,[SEP],Token 2,0.0865141541749001,0.0748469887259839
1979,3,7,8,3,[SEP],Token 3,0.0444866873642497,0.019790653526445
1980,3,7,8,4,[SEP],Token 4,0.0961927881867622,0.092530524991433
1981,3,7,8,5,[SEP],Token 5,-0.162682074689788,0.264654574253737
1982,3,7,8,6,[SEP],Token 6,0.202031053973171,0.408165467695104
1983,3,7,8,7,[SEP],.,0.0743792912275237,0.0553227896350878
1984,3,7,8,8,[SEP],[SEP],-0.290224753135627,0.842304073326358
1985,3,8,1,1,[CLS],[CLS],-0.282157719127722,0.796129784633582
1986,3,8,1,2,[CLS],Token 2,0.0585951344932547,0.0343338978628261
1987,3,8,1,3,[CLS],Token 3,0.149382402195128,0.223151020855868
1988,3,8,1,4,[CLS],Token 4,0.0477711239414735,0.0228208028263162
1989,3,8,1,5,[CLS],Token 5,-0.12610175758569,0.159016532662001
1990,3,8,1,6,[CLS],Token 6,0.0924172651267363,0.0854095089350548
1991,3,8,1,7,[CLS],.,0.0751898411643306,0.0565351221431726
1992,3,8,1,8,[CLS],[SEP],0.619673756644664,3.83995564674111
1993,3,8,2,1,Token 2,[CLS],0.232560893862596,0.540845693541698
1994,3,8,2,2,Token 2,Token 2,-0.0163063458334863,0.00265896914441257
1995,3,8,2,3,Token 2,Token 3,-0.0650565662037951,0.0423235680622877
1996,3,8,2,4,Token 2,Token 4,-0.136512981618017,0.18635794150241
1997,3,8,2,5,Token 2,Token 5,-0.268377165490922,0.720263029569419
1998,3,8,2,6,Token 2,Token 6,0.137170566382262,0.188157642816307
1999,3,8,2,7,Token 2,.,-0.086929275446846,0.0755669892971361
2000,3,8,2,8,Token 2,[SEP],-0.0465375638818621,0.021657448520584
2001,3,8,3,1,Token 3,[CLS],0.144684447329571,0.209335892990633
2002,3,8,3,2,Token 3,Token 2,-0.187345859995012,0.350984712572705
2003,3,8,3,3,Token 3,Token 3,-0.0878087165228698,0.0771037069739372
2004,3,8,3,4,Token 3,Token 4,-0.251931059426183,0.634692587035988
2005,3,8,3,5,Token 3,Token 5,0.0171679789717379,0.00294739501974034
2006,3,8,3,6,Token 3,Token 6,-0.0471593840135339,0.0222400750053596
2007,3,8,3,7,Token 3,.,-0.167452848172091,0.280404563609453
2008,3,8,3,8,Token 3,[SEP],0.224951461333884,0.506031599562498
2009,3,8,4,1,Token 4,[CLS],0.230916994674686,0.53322658429589
2010,3,8,4,2,Token 4,Token 2,-0.122054147862368,0.148972150104087
2011,3,8,4,3,Token 4,Token 3,-0.0881193493299947,0.0776501972634164
2012,3,8,4,4,Token 4,Token 4,-0.178281417124902,0.317842636920634
2013,3,8,4,5,Token 4,Token 5,-0.143702800695747,0.206504949278017
2014,3,8,4,6,Token 4,Token 6,-0.145670403126435,0.21219866347018
2015,3,8,4,7,Token 4,.,-0.218142928864254,0.475863374134751
2016,3,8,4,8,Token 4,[SEP],0.105635038275963,0.111587613115642
2017,3,8,5,1,Token 5,[CLS],0.028597909368774,0.00817840420264612
2018,3,8,5,2,Token 5,Token 2,-0.211311117836757,0.4465238852142
2019,3,8,5,3,Token 5,Token 3,-0.0648762622207516,0.0420892939973573
2020,3,8,5,4,Token 5,Token 4,0.0918285293849796,0.0843247880900805
2021,3,8,5,5,Token 5,Token 5,-0.13602848515966,0.185037487748318
2022,3,8,5,6,Token 5,Token 6,-0.264046097908282,0.697203418205899
2023,3,8,5,7,Token 5,.,-0.0532874604253556,0.0283955343858383
2024,3,8,5,8,Token 5,[SEP],0.290607517510166,0.844527292334214
2025,3,8,6,1,Token 6,[CLS],-0.0180237181195232,0.0032485441485203
2026,3,8,6,2,Token 6,Token 2,-0.0372766989600979,0.0138955228536176
2027,3,8,6,3,Token 6,Token 3,-0.0766402562582422,0.0587372887932903
2028,3,8,6,4,Token 6,Token 4,-0.196539568145734,0.386278018469116
2029,3,8,6,5,Token 6,Token 5,-0.272831457001089,0.74437003929337
2030,3,8,6,6,Token 6,Token 6,-0.14569913874011,0.212282390296099
2031,3,8,6,7,Token 6,.,0.0258197543361121,0.00666659713977179
2032,3,8,6,8,Token 6,[SEP],0.588794867343218,3.46679395809718
2033,3,8,7,1,.,[CLS],0.0609350372378828,0.0371307876318217
2034,3,8,7,2,.,Token 2,-0.0031312166370887,9.80451762838107e-05
2035,3,8,7,3,.,Token 3,-0.00644792680083298,0.000415757600289003
2036,3,8,7,4,.,Token 4,0.0782368797991531,0.0612100936070714
2037,3,8,7,5,.,Token 5,-0.159812818139834,0.255401368417956
2038,3,8,7,6,.,Token 6,0.218219724025598,0.476198479538081
2039,3,8,7,7,.,.,-0.21902668325387,0.479726879771909
2040,3,8,7,8,.,[SEP],-0.286492674174386,0.820780523555907
2041,3,8,8,1,[SEP],[CLS],-0.443822782938836,1.96978662655573
2042,3,8,8,2,[SEP],Token 2,0.0559120917643368,0.0312616200546362
2043,3,8,8,3,[SEP],Token 3,0.334763290164169,1.12066460441539
2044,3,8,8,4,[SEP],Token 4,-0.108029543224494,0.116703822092928
2045,3,8,8,5,[SEP],Token 5,0.0614394543395826,0.0377480654954565
2046,3,8,8,6,[SEP],Token 6,0.346790094675455,1.20263369765011
2047,3,8,8,7,[SEP],.,-0.162134363414624,0.262875517998652
2048,3,8,8,8,[SEP],[SEP],0.528946127870624,2.79784006189327
2049,3,9,1,1,[CLS],[CLS],-0.324623998320055,1.05380740285299
2050,3,9,1,2,[CLS],Token 2,0.0862051269698525,0.0743132391588839
2051,3,9,1,3,[CLS],Token 3,-0.0444420780721537,0.0197509830337141
2052,3,9,1,4,[CLS],Token 4,0.00689165223285178,0.000474948704985709
2053,3,9,1,5,[CLS],Token 5,-0.185528158994254,0.34420697779797
2054,3,9,1,6,[CLS],Token 6,-0.144219045437492,0.207991330669014
2055,3,9,1,7,[CLS],.,0.349058435092079,1.21841791108931
2056,3,9,1,8,[CLS],[SEP],0.768602885376485,5.90750395409058
2057,3,9,2,1,Token 2,[CLS],-0.0469750344774427,0.0220665386415693
2058,3,9,2,2,Token 2,Token 2,0.0393173293544479,0.0154585238756613
