Token,Origen,Destino,Combinada
Token 1,11.6944053232109,14.5590268090013,13.1267160661061
Token 2,6.3079939505246,13.1337776278914,9.720885789208
Token 3,9.32302292196198,12.5268421385634,10.9249325302627
Token 4,8.77655809087578,15.4391696020183,12.1078638464471
Token 5,10.181462779973,15.1625519572984,12.6720073686357
Token 6,12.4698116536719,17.1904492475016,14.8301304505867
Token 7,15.7057555324188,7.8876649591948,11.7967102458068
Token 8,25.5409897473631,4.10051765853077,14.8207537029469
