Token,Origen,Destino,Combinada
[CLS],14.3558710997728,15.8350826135075,15.0954768566402
Token 2,10.9975720598839,9.95380514855325,10.4756886042186
Token 3,9.83143790944407,9.22895068340849,9.53019429642628
Token 4,11.5925165875797,10.8839690438488,11.2382428157142
Token 5,11.9933907454397,11.8943042701507,11.9438475077952
Token 6,12.6172109017916,12.2617848416587,12.4394978717251
.,14.6237900026226,14.5433197231821,14.5835548629023
[SEP],13.9882106934656,15.3987836756905,14.6934971845781
